"gene","symbol","module","chromosome","gene_strand","TSS","promoter_start","promoter_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence"
"ENSG00000287625.1","ENSG00000287625","greenyellow","chr2","+",84926019,84924019,84926518,"chr2_84924691_84925283_MER51A",84924691,84925283,"+","MER51A","ERV1","LTR_or_other",10.4
"ENSG00000263235.1","ENSG00000263235","salmon","chr16","-",3651316,3650817,3653316,"chr16_3653007_3653393_MLT1C",3653007,3653393,"+","MLT1C","ERVL-MaLR","LTR_or_other",26.6
"ENSG00000058799.15","YIPF1","brown","chr1","-",53889798,53889299,53891798,"chr1_53890504_53890997_LTR16E2",53890504,53890997,"+","LTR16E2","ERVL","LTR_or_other",29.6
"ENSG00000058799.15","YIPF1","brown","chr1","-",53889798,53889299,53891798,"chr1_53891310_53891620_ERVL-B4-int",53891310,53891620,"+","ERVL-B4-int","ERVL","internal",36.6
"ENSG00000058799.15","YIPF1","brown","chr1","-",53889798,53889299,53891798,"chr1_53891764_53892293_ERVL-E-int",53891764,53892293,"+","ERVL-E-int","ERVL","internal",28.1
"ENSG00000253958.2","CLDN23","pink","chr8","+",8701937,8699937,8702436,"chr8_8700838_8700969_LTR37A",8700838,8700969,"-","LTR37A","ERV1","LTR_or_other",14
"ENSG00000253958.2","CLDN23","pink","chr8","+",8701937,8699937,8702436,"chr8_8701158_8701342_LTR37A",8701158,8701342,"-","LTR37A","ERV1","LTR_or_other",29.1
"ENSG00000155530.3","LRGUK","grey","chr7","+",134127299,134125299,134127798,"chr7_134125442_134125668_LTR37B",134125442,134125668,"+","LTR37B","ERV1","LTR_or_other",14.2
"ENSG00000267052.3","ENSG00000267052","grey","chr7","-",106598908,106598409,106600908,"chr7_106598615_106598802_MLT1J",106598615,106598802,"-","MLT1J","ERVL-MaLR","LTR_or_other",23.6
"ENSG00000267052.3","ENSG00000267052","grey","chr7","-",106598908,106598409,106600908,"chr7_106598920_106599041_MLT1J",106598920,106599041,"-","MLT1J","ERVL-MaLR","LTR_or_other",15.7
"ENSG00000267052.3","ENSG00000267052","grey","chr7","-",106598908,106598409,106600908,"chr7_106599151_106599625_LTR33",106599151,106599625,"+","LTR33","ERVL","LTR_or_other",26.5
"ENSG00000150337.14","FCGR1A","cyan","chr1","+",149782671,149780671,149783170,"chr1_149781472_149781753_MLT1I",149781472,149781753,"-","MLT1I","ERVL-MaLR","LTR_or_other",33.1
"ENSG00000251460.1","ENSG00000251460","black","chr4","+",8066528,8064528,8067027,"chr4_8064255_8064615_MSTC",8064255,8064615,"+","MSTC","ERVL-MaLR","LTR_or_other",19.2
"ENSG00000224689.10","ZNF812P","green","chr19","-",9700776,9700277,9702776,"chr19_9700548_9701126_LTR10C",9700548,9701126,"-","LTR10C","ERV1","LTR_or_other",7.3
"ENSG00000224689.10","ZNF812P","green","chr19","-",9700776,9700277,9702776,"chr19_9702092_9702567_LTR2B",9702092,9702567,"+","LTR2B","ERV1","LTR_or_other",16.7
"ENSG00000224689.10","ZNF812P","green","chr19","-",9700776,9700277,9702776,"chr19_9702568_9702913_HERVE_a-int",9702568,9702913,"+","HERVE_a-int","ERV1","internal",13.8
"ENSG00000188732.11","FAM221A","grey","chr7","+",23684499,23682499,23684998,"chr7_23683748_23684365_PABL_B",23683748,23684365,"-","PABL_B","ERV1","LTR_or_other",8.8
"ENSG00000188732.11","FAM221A","grey","chr7","+",23684499,23682499,23684998,"chr7_23684352_23684491_MER39",23684352,23684491,"-","MER39","ERV1","LTR_or_other",24.2
"ENSG00000285731.1","ENSG00000285731","blue","chr3","+",17141015,17139015,17141514,"chr3_17138859_17139109_LTR16C",17138859,17139109,"-","LTR16C","ERVL","LTR_or_other",27.5
"ENSG00000276975.3","HYDIN2","turquoise","chr1","+",146472566,146470566,146473065,"chr1_146471046_146471600_LTR71B",146471046,146471600,"+","LTR71B","ERV1","LTR_or_other",13.8
"ENSG00000213753.11","CENPBD1P1","brown","chr19","+",58575438,58573438,58575937,"chr19_58574339_58574404_LTR37B",58574339,58574404,"+","LTR37B","ERV1","LTR_or_other",23.7
"ENSG00000213753.11","CENPBD1P1","brown","chr19","+",58575438,58573438,58575937,"chr19_58574713_58574839_LTR37B",58574713,58574839,"+","LTR37B","ERV1","LTR_or_other",23.7
"ENSG00000214485.6","RPL7P1","magenta","chr5","+",150094302,150092302,150094801,"chr5_150092453_150092809_THE1B",150092453,150092809,"-","THE1B","ERVL-MaLR","LTR_or_other",11.8
"ENSG00000129824.16","RPS4Y1","grey","chrY","+",2841920,2839920,2842419,"chrY_2839720_2839933_MER4A",2839720,2839933,"+","MER4A","ERV1","LTR_or_other",17.8
"ENSG00000129824.16","RPS4Y1","grey","chrY","+",2841920,2839920,2842419,"chrY_2840167_2840370_MER4A",2840167,2840370,"+","MER4A","ERV1","LTR_or_other",19.2
"ENSG00000152433.15","ZNF547","salmon","chr19","+",57363477,57361477,57363976,"chr19_57361717_57361933_LTR46",57361717,57361933,"+","LTR46","ERV1","LTR_or_other",16.6
"ENSG00000152433.15","ZNF547","salmon","chr19","+",57363477,57361477,57363976,"chr19_57362232_57362462_LTR46",57362232,57362462,"+","LTR46","ERV1","LTR_or_other",16.6
"ENSG00000145685.14","LHFPL2","turquoise","chr5","-",78770021,78769522,78772021,"chr5_78770829_78770996_MER4C",78770829,78770996,"-","MER4C","ERV1","LTR_or_other",7.3
"ENSG00000145685.14","LHFPL2","turquoise","chr5","-",78770021,78769522,78772021,"chr5_78771288_78771583_MER4C",78771288,78771583,"-","MER4C","ERV1","LTR_or_other",7.3
"ENSG00000188636.4","RTL6","brown","chr22","-",44498233,44497734,44500233,"chr22_44499363_44499544_THE1B",44499363,44499544,"+","THE1B","ERVL-MaLR","LTR_or_other",13.6
"ENSG00000188636.4","RTL6","brown","chr22","-",44498233,44497734,44500233,"chr22_44499851_44500000_THE1B",44499851,44500000,"+","THE1B","ERVL-MaLR","LTR_or_other",13.6
"ENSG00000188636.4","RTL6","brown","chr22","-",44498233,44497734,44500233,"chr22_44500003_44500051_THE1A",44500003,44500051,"+","THE1A","ERVL-MaLR","LTR_or_other",4.1
"ENSG00000188636.4","RTL6","brown","chr22","-",44498233,44497734,44500233,"chr22_44500162_44500892_MER72",44500162,44500892,"+","MER72","ERV1","LTR_or_other",14.7
"ENSG00000164305.19","CASP3","brown","chr4","-",184649509,184649010,184651509,"chr4_184649996_184650610_LTR62",184649996,184650610,"-","LTR62","ERVL","LTR_or_other",18.7
"ENSG00000225652.2","KCNMA1-AS3","grey","chr10","+",77350851,77348851,77351350,"chr10_77349075_77349439_MLT1A0",77349075,77349439,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.1
"ENSG00000228804.5","ENSG00000228804","brown","chr3","+",187715622,187713622,187716121,"chr3_187713356_187713930_MER51A",187713356,187713930,"-","MER51A","ERV1","LTR_or_other",12.5
"ENSG00000255909.1","PDCD5P1","magenta","chr12","+",19413153,19411153,19413652,"chr12_19412724_19412855_MER41A",19412724,19412855,"-","MER41A","ERV1","LTR_or_other",9.8
"ENSG00000255909.1","PDCD5P1","magenta","chr12","+",19413153,19411153,19413652,"chr12_19413584_19413885_MER41A",19413584,19413885,"-","MER41A","ERV1","LTR_or_other",7.9
"ENSG00000263033.2","ENSG00000263033","grey","chr16","+",11196177,11194177,11196676,"chr16_11194674_11194915_MLT1L",11194674,11194915,"+","MLT1L","ERVL-MaLR","LTR_or_other",30.2
"ENSG00000263033.2","ENSG00000263033","grey","chr16","+",11196177,11194177,11196676,"chr16_11196019_11196540_MLT1F1",11196019,11196540,"+","MLT1F1","ERVL-MaLR","LTR_or_other",21.3
"ENSG00000187210.14","GCNT1","turquoise","chr9","+",76419850,76417850,76420349,"chr9_76417941_76418542_MER4B",76417941,76418542,"-","MER4B","ERV1","LTR_or_other",12.8
"ENSG00000187210.14","GCNT1","turquoise","chr9","+",76419850,76417850,76420349,"chr9_76418543_76419107_LTR48B",76418543,76419107,"-","LTR48B","ERV1","LTR_or_other",17.5
"ENSG00000128567.17","PODXL","turquoise","chr7","-",131558217,131557718,131560217,"chr7_131559403_131559538_LTR45",131559403,131559538,"-","LTR45","ERV1","LTR_or_other",16.4
"ENSG00000128567.17","PODXL","turquoise","chr7","-",131558217,131557718,131560217,"chr7_131559841_131560197_LTR45",131559841,131560197,"-","LTR45","ERV1","LTR_or_other",16.4
"ENSG00000156970.13","BUB1B","saddlebrown","chr15","+",40161023,40159023,40161522,"chr15_40159588_40159639_MLT1K",40159588,40159639,"+","MLT1K","ERVL-MaLR","LTR_or_other",21.1
"ENSG00000156970.13","BUB1B","saddlebrown","chr15","+",40161023,40159023,40161522,"chr15_40159789_40159966_MLT1K",40159789,40159966,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.8
"ENSG00000131981.16","LGALS3","turquoise","chr14","+",55124110,55122110,55124609,"chr14_55123867_55124149_MLT1O",55123867,55124149,"-","MLT1O","ERVL-MaLR","LTR_or_other",30.7
"ENSG00000131981.16","LGALS3","turquoise","chr14","+",55124110,55122110,55124609,"chr14_55124151_55124552_MER83",55124151,55124552,"-","MER83","ERV1","LTR_or_other",11.4
"ENSG00000205403.14","CFI","turquoise","chr4","-",109801999,109801500,109803999,"chr4_109802583_109802703_LTR16A",109802583,109802703,"-","LTR16A","ERVL","LTR_or_other",26.7
"ENSG00000205403.14","CFI","turquoise","chr4","-",109801999,109801500,109803999,"chr4_109802977_109803312_ERV3-16A3_I-int",109802977,109803312,"-","ERV3-16A3_I-int","ERVL","internal",28.8
"ENSG00000205403.14","CFI","turquoise","chr4","-",109801999,109801500,109803999,"chr4_109803525_109804649_ERV3-16A3_I-int",109803525,109804649,"-","ERV3-16A3_I-int","ERVL","internal",22.9
"ENSG00000258016.1","HIGD1AP1","magenta","chr12","+",53142053,53140053,53142552,"chr12_53140055_53140161_MER77B",53140055,53140161,"-","MER77B","ERVL","LTR_or_other",26.1
"ENSG00000258016.1","HIGD1AP1","magenta","chr12","+",53142053,53140053,53142552,"chr12_53141218_53141353_MER4CL34",53141218,53141353,"+","MER4CL34","ERV1","LTR_or_other",8.3
"ENSG00000157870.17","PRXL2B","turquoise","chr1","+",2586491,2584491,2586990,"chr1_2584459_2584709_MER34",2584459,2584709,"+","MER34","ERV1","LTR_or_other",20.9
"ENSG00000157870.17","PRXL2B","turquoise","chr1","+",2586491,2584491,2586990,"chr1_2584733_2584930_MER34",2584733,2584930,"+","MER34","ERV1","LTR_or_other",26.3
"ENSG00000232140.2","ENSG00000232140","grey","chr2","-",120558119,120557620,120560119,"chr2_120559447_120559552_MLT1L",120559447,120559552,"+","MLT1L","ERVL-MaLR","LTR_or_other",30.5
"ENSG00000232140.2","ENSG00000232140","grey","chr2","-",120558119,120557620,120560119,"chr2_120559569_120559983_MLT1B",120559569,120559983,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.3
"ENSG00000146666.5","LINC00525","grey","chr7","+",47761476,47759476,47761975,"chr7_47761757_47761953_MLT1C",47761757,47761953,"+","MLT1C","ERVL-MaLR","LTR_or_other",22
"ENSG00000276710.4","CSPG4P10","grey","chr15","+",82459472,82457472,82459971,"chr15_82457441_82457490_MLT2A1",82457441,82457490,"+","MLT2A1","ERVL","LTR_or_other",10.3
"ENSG00000289251.1","ENSG00000289251","pink","chr7","-",45192619,45192120,45194619,"chr7_45192445_45192721_LOR1a",45192445,45192721,"-","LOR1a","ERV1","LTR_or_other",11
"ENSG00000289251.1","ENSG00000289251","pink","chr7","-",45192619,45192120,45194619,"chr7_45192722_45193113_THE1D",45192722,45193113,"-","THE1D","ERVL-MaLR","LTR_or_other",12.7
"ENSG00000289251.1","ENSG00000289251","pink","chr7","-",45192619,45192120,45194619,"chr7_45193114_45193327_LOR1a",45193114,45193327,"-","LOR1a","ERV1","LTR_or_other",11
"ENSG00000289251.1","ENSG00000289251","pink","chr7","-",45192619,45192120,45194619,"chr7_45193544_45193795_MSTA",45193544,45193795,"+","MSTA","ERVL-MaLR","LTR_or_other",14.1
"ENSG00000006015.18","REX1BD","yellow","chr19","+",18588796,18586796,18589295,"chr19_18586601_18587182_HERV17-int",18586601,18587182,"+","HERV17-int","ERV1","internal",30.9
"ENSG00000006015.18","REX1BD","yellow","chr19","+",18588796,18586796,18589295,"chr19_18587630_18587911_LTR12F",18587630,18587911,"+","LTR12F","ERV1","LTR_or_other",20.7
"ENSG00000281468.1","ENSG00000281468","red","chr19","+",27802838,27800838,27803337,"chr19_27801831_27802842_LTR13",27801831,27802842,"-","LTR13","ERVK","LTR_or_other",5.6
"ENSG00000066322.15","ELOVL1","brown","chr1","-",43368074,43367575,43370074,"chr1_43369147_43369192_MER66B",43369147,43369192,"+","MER66B","ERV1","LTR_or_other",6.5
"ENSG00000282508.2","LINC01002","grey","chr19","-",246544,246045,248544,"chr19_247537_248293_LTR60B",247537,248293,"-","LTR60B","ERV1","LTR_or_other",24.8
"ENSG00000099984.11","GSTT2","grey","chr22","+",23980058,23978058,23980557,"chr22_23979305_23979363_MLT1K",23979305,23979363,"-","MLT1K","ERVL-MaLR","LTR_or_other",27.1
"ENSG00000271918.1","ENSG00000271918","purple","chr5","-",116085416,116084917,116087416,"chr5_116085905_116086263_MER51B",116085905,116086263,"-","MER51B","ERV1","LTR_or_other",8.4
"ENSG00000205413.8","SAMD9","turquoise","chr7","-",93118023,93117524,93120023,"chr7_93119109_93119198_MLT2B4",93119109,93119198,"+","MLT2B4","ERVL","LTR_or_other",7.8
"ENSG00000251586.1","TET2-AS1","grey","chr4","-",105178063,105177564,105180063,"chr4_105178842_105179209_THE1D",105178842,105179209,"-","THE1D","ERVL-MaLR","LTR_or_other",12.1
"ENSG00000285679.2","ENSG00000285679","blue","chrX","+",7928443,7926443,7928942,"chrX_7928795_7929150_MLT1A0",7928795,7929150,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.5
"ENSG00000160932.11","LY6E","turquoise","chr8","+",143017982,143015982,143018481,"chr8_143015998_143016152_MER21A",143015998,143016152,"+","MER21A","ERVL","LTR_or_other",19.7
"ENSG00000160932.11","LY6E","turquoise","chr8","+",143017982,143015982,143018481,"chr8_143016138_143016305_MER21A",143016138,143016305,"+","MER21A","ERVL","LTR_or_other",21.4
"ENSG00000160932.11","LY6E","turquoise","chr8","+",143017982,143015982,143018481,"chr8_143016323_143016499_MER41D",143016323,143016499,"-","MER41D","ERV1","LTR_or_other",23.3
"ENSG00000160932.11","LY6E","turquoise","chr8","+",143017982,143015982,143018481,"chr8_143016882_143016954_MER21A",143016882,143016954,"+","MER21A","ERVL","LTR_or_other",21.5
"ENSG00000160932.11","LY6E","turquoise","chr8","+",143017982,143015982,143018481,"chr8_143016988_143017196_MER21A",143016988,143017196,"+","MER21A","ERVL","LTR_or_other",18.3
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_569295_569346_HERVIP10B3-int",569295,569346,"-","HERVIP10B3-int","ERV1","internal",11
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_569636_570143_HERVIP10B3-int",569636,570143,"-","HERVIP10B3-int","ERV1","internal",11
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_570459_570617_HERVIP10B3-int",570459,570617,"-","HERVIP10B3-int","ERV1","internal",11
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_571083_571344_LTR10B",571083,571344,"+","LTR10B","ERV1","LTR_or_other",17.8
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_571377_571615_HERVIP10B3-int",571377,571615,"-","HERVIP10B3-int","ERV1","internal",13
"ENSG00000172270.22","BSG","yellow","chr19","+",571277,569277,571776,"chr19_571641_571898_LTR10B2",571641,571898,"-","LTR10B2","ERV1","LTR_or_other",22.9
"ENSG00000268500.6","SIGLEC5","cyan","chr19","-",51611926,51611427,51613926,"chr19_51612478_51613375_MER54A",51612478,51613375,"+","MER54A","ERVL","LTR_or_other",18.3
"ENSG00000285763.1","ENSG00000285763","lightgreen","chr6","+",10659498,10657498,10659997,"chr6_10658132_10658548_MER34C_",10658132,10658548,"-","MER34C_","ERV1","LTR_or_other",17.1
"ENSG00000285763.1","ENSG00000285763","lightgreen","chr6","+",10659498,10657498,10659997,"chr6_10658843_10658963_MER34C_",10658843,10658963,"-","MER34C_","ERV1","LTR_or_other",17.1
"ENSG00000285763.1","ENSG00000285763","lightgreen","chr6","+",10659498,10657498,10659997,"chr6_10659009_10659226_MLT1H2",10659009,10659226,"-","MLT1H2","ERVL-MaLR","LTR_or_other",24.4
"ENSG00000285763.1","ENSG00000285763","lightgreen","chr6","+",10659498,10657498,10659997,"chr6_10659716_10661388_LTR12C",10659716,10661388,"+","LTR12C","ERV1","LTR_or_other",13.5
"ENSG00000100577.19","GSTZ1","yellow","chr14","+",77320996,77318996,77321495,"chr14_77319036_77319420_HERVL40-int",77319036,77319420,"+","HERVL40-int","ERVL","internal",26.1
"ENSG00000100577.19","GSTZ1","yellow","chr14","+",77320996,77318996,77321495,"chr14_77319439_77319837_LTR40c",77319439,77319837,"+","LTR40c","ERVL","LTR_or_other",19.6
"ENSG00000238180.1","RPL21P34","grey","chr2","+",128217588,128215588,128218087,"chr2_128215923_128216497_LTR12F",128215923,128216497,"+","LTR12F","ERV1","LTR_or_other",7.9
"ENSG00000141391.14","PRELID3A","pink","chr18","+",12407896,12405896,12408395,"chr18_12406740_12407248_MER67C",12406740,12407248,"+","MER67C","ERV1","LTR_or_other",20.7
"ENSG00000141391.14","PRELID3A","pink","chr18","+",12407896,12405896,12408395,"chr18_12407569_12407658_MER67C",12407569,12407658,"+","MER67C","ERV1","LTR_or_other",20.7
"ENSG00000260645.2","ENSG00000260645","salmon","chr6","+",80466958,80464958,80467457,"chr6_80464772_80465235_LTR16D",80464772,80465235,"-","LTR16D","ERVL","LTR_or_other",30.3
"ENSG00000250312.8","ZNF718","grey","chr4","+",124501,122501,125000,"chr4_123091_123597_LTR12F",123091,123597,"-","LTR12F","ERV1","LTR_or_other",7.3
"ENSG00000250312.8","ZNF718","grey","chr4","+",124501,122501,125000,"chr4_124972_125157_MER57E3",124972,125157,"-","MER57E3","ERV1","LTR_or_other",24.7
"ENSG00000175344.19","CHRNA7","grey","chr15","+",31923438,31921438,31923937,"chr15_31923141_31923736_LTR12_",31923141,31923736,"+","LTR12_","ERV1","LTR_or_other",12.3
"ENSG00000178999.13","AURKB","saddlebrown","chr17","-",8210584,8210085,8212584,"chr17_8211563_8211663_MLT1K",8211563,8211663,"+","MLT1K","ERVL-MaLR","LTR_or_other",27
"ENSG00000178999.13","AURKB","saddlebrown","chr17","-",8210584,8210085,8212584,"chr17_8212220_8212315_MER21A",8212220,8212315,"-","MER21A","ERVL","LTR_or_other",15.8
"ENSG00000178999.13","AURKB","saddlebrown","chr17","-",8210584,8210085,8212584,"chr17_8212371_8212469_MLT1K",8212371,8212469,"+","MLT1K","ERVL-MaLR","LTR_or_other",32.3
"ENSG00000178999.13","AURKB","saddlebrown","chr17","-",8210584,8210085,8212584,"chr17_8212572_8212592_MER21B",8212572,8212592,"-","MER21B","ERVL","LTR_or_other",18
"ENSG00000127530.4","OR7C1","grey","chr19","-",14835376,14834877,14837376,"chr19_14836963_14837259_THE1B",14836963,14837259,"-","THE1B","ERVL-MaLR","LTR_or_other",13.6
"ENSG00000127530.4","OR7C1","grey","chr19","-",14835376,14834877,14837376,"chr19_14837260_14837880_LTR9",14837260,14837880,"+","LTR9","ERV1","LTR_or_other",18.6
"ENSG00000235978.7","ENSG00000235978","lightcyan","chr3","-",4887293,4886794,4889293,"chr3_4888620_4889168_MLT1F",4888620,4889168,"+","MLT1F","ERVL-MaLR","LTR_or_other",22.4
"ENSG00000265313.7","LINC01476","turquoise","chr17","-",59526946,59526447,59528946,"chr17_59526557_59526799_MLT1K",59526557,59526799,"-","MLT1K","ERVL-MaLR","LTR_or_other",22.8
"ENSG00000271992.1","ENSG00000271992","grey","chr1","+",70445071,70443071,70445570,"chr1_70444191_70444320_LTR16A1",70444191,70444320,"-","LTR16A1","ERVL","LTR_or_other",26
"ENSG00000223705.10","NSUN5P1","blue","chr7","+",75410322,75408322,75410821,"chr7_75408239_75408446_MLT1D",75408239,75408446,"-","MLT1D","ERVL-MaLR","LTR_or_other",25.2
"ENSG00000135778.12","NTPCR","blue","chr1","+",232950605,232948605,232951104,"chr1_232949718_232950119_LTR54B",232949718,232950119,"+","LTR54B","ERV1","LTR_or_other",17
"ENSG00000145287.11","PLAC8","darkturquoise","chr4","-",83137075,83136576,83139075,"chr4_83136405_83136764_THE1B",83136405,83136764,"-","THE1B","ERVL-MaLR","LTR_or_other",14.6
"ENSG00000229727.7","ENSG00000229727","grey","chr2","+",7383227,7381227,7383726,"chr2_7380869_7381237_MER77B",7380869,7381237,"+","MER77B","ERVL","LTR_or_other",22.1
"ENSG00000229727.7","ENSG00000229727","grey","chr2","+",7383227,7381227,7383726,"chr2_7381634_7382040_MLT1A",7381634,7382040,"-","MLT1A","ERVL-MaLR","LTR_or_other",24.2
"ENSG00000248787.2","ENSG00000248787","grey","chr3","-",125910938,125910439,125912938,"chr3_125911819_125912064_MLT1C",125911819,125912064,"-","MLT1C","ERVL-MaLR","LTR_or_other",19.6
"ENSG00000248787.2","ENSG00000248787","grey","chr3","-",125910938,125910439,125912938,"chr3_125912363_125912515_MLT1C",125912363,125912515,"-","MLT1C","ERVL-MaLR","LTR_or_other",19.6
"ENSG00000173890.17","GPR160","pink","chr3","+",170037995,170035995,170038494,"chr3_170036019_170036690_LTR62",170036019,170036690,"+","LTR62","ERVL","LTR_or_other",15.5
"ENSG00000118242.16","MREG","turquoise","chr2","-",216034096,216033597,216036096,"chr2_216034255_216034576_LTR16B",216034255,216034576,"+","LTR16B","ERVL","LTR_or_other",25.3
