"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000274067.1","ENSG00000274067","unprocessed_pseudogene","chr9",40497566,40497568,"-","ENSG00000274067",40497568,3
"ENSG00000184906.11","ENSG00000184906","transcribed_unprocessed_pseudogene","chr9",40497850,40566779,"+","ENSG00000184906",40497850,68930
"ENSG00000276500.1","BMS1P14","lncRNA","chr9",40505399,40566281,"-","ENSG00000276500",40566281,60883
"ENSG00000276266.1","ENSG00000276266","lncRNA","chr9",40611252,40622155,"-","ENSG00000276266",40622155,10904
"ENSG00000225380.4","IGKV1OR9-2","IG_V_pseudogene","chr9",40641841,40642117,"-","ENSG00000225380",40642117,277
"ENSG00000276963.1","ENSG00000276963","unprocessed_pseudogene","chr9",40755407,40767869,"-","ENSG00000276963",40767869,12463
"ENSG00000278331.1","RNU6-156P","snRNA","chr9",40759600,40759706,"-","ENSG00000278331",40759706,107
"ENSG00000275390.1","ENSG00000275390","lncRNA","chr9",40767876,40806344,"+","ENSG00000275390",40767876,38469
"ENSG00000276868.1","ENSG00000276868","processed_pseudogene","chr9",40883634,40883763,"+","ENSG00000276868",40883634,130
"ENSG00000275377.1","MIR1299","miRNA","chr9",40929010,40929092,"-","ENSG00000275377",40929092,83
"ENSG00000276291.6","FRG1HP","transcribed_unprocessed_pseudogene","chr9",40992245,41218410,"+","ENSG00000276291",40992245,226166
"ENSG00000277778.3","PGM5P2","transcribed_unprocessed_pseudogene","chr9",41006999,41074957,"-","ENSG00000277778",41074957,67959
"ENSG00000280077.1","ENSG00000280077","TEC","chr9",41012231,41014133,"+","ENSG00000280077",41012231,1903
"ENSG00000279456.1","ENSG00000279456","TEC","chr9",41061290,41062917,"+","ENSG00000279456",41061290,1628
"ENSG00000225655.6","ENSG00000225655","lncRNA","chr9",41073670,41076417,"+","ENSG00000225655",41073670,2748
"ENSG00000276462.2","ENSG00000276462","lncRNA","chr9",41100793,41119909,"-","ENSG00000276462",41119909,19117
"ENSG00000273514.2","FOXD4L6","protein_coding","chr9",41126435,41128681,"-","ENSG00000273514",41128681,2247
"ENSG00000215126.11","CBWD6","protein_coding","chr9",41131306,41199261,"-","ENSG00000215126",41199261,67956
"ENSG00000276029.1","MIR4477A","miRNA","chr9",41233755,41233835,"+","ENSG00000276029",41233755,81
"ENSG00000277049.1","RNA5SP530","rRNA","chr9",41237440,41237557,"-","ENSG00000277049",41237557,118
"ENSG00000279561.3","ENSG00000279561","TEC","chr9",41269916,41273997,"-","ENSG00000279561",41273997,4082
"ENSG00000275450.1","PTGER4P2-CDK2AP2P2","lncRNA","chr9",41276280,41282846,"+","ENSG00000275450",41276280,6567
"ENSG00000274680.1","MYO5BP1","processed_pseudogene","chr9",41292887,41294125,"+","ENSG00000274680",41292887,1239
"ENSG00000276502.1","ENSG00000276502","lncRNA","chr9",41310816,41332962,"-","ENSG00000276502",41332962,22147
"ENSG00000276832.2","CDRT15P6","transcribed_unprocessed_pseudogene","chr9",41340823,41355538,"-","ENSG00000276832",41355538,14716
"ENSG00000288891.1","ENSG00000288891","lncRNA","chr9",41358880,41505187,"+","ENSG00000288891",41358880,146308
"ENSG00000275160.1","ENSG00000275160","processed_pseudogene","chr9",41479960,41480548,"+","ENSG00000275160",41479960,589
"ENSG00000277340.1","ENSG00000277340","processed_pseudogene","chr9",41573156,41573453,"-","ENSG00000277340",41573453,298
"ENSG00000276094.1","SNORA70","snoRNA","chr9",41573512,41573606,"-","ENSG00000276094",41573606,95
"ENSG00000276562.1","RN7SL565P","misc_RNA","chr9",41578903,41579186,"+","ENSG00000276562",41578903,284
"ENSG00000288225.1","ENSG00000288225","processed_pseudogene","chr9",41644438,41644756,"-","ENSG00000288225",41644756,319
"ENSG00000278077.1","ENSG00000278077","processed_pseudogene","chr9",41644771,41644981,"+","ENSG00000278077",41644771,211
"ENSG00000278054.1","ENSG00000278054","processed_pseudogene","chr9",41647825,41648035,"-","ENSG00000278054",41648035,211
"ENSG00000276412.2","ENSG00000276412","lncRNA","chr9",41651658,41654594,"-","ENSG00000276412",41654594,2937
"ENSG00000275239.4","FAM242F","lncRNA","chr9",41657708,41699072,"-","ENSG00000275239",41699072,41365
"ENSG00000278028.1","Y_RNA","misc_RNA","chr9",41672295,41672406,"-","ENSG00000278028",41672406,112
"ENSG00000274688.1","ENSG00000274688","processed_pseudogene","chr9",41700480,41700681,"-","ENSG00000274688",41700681,202
"ENSG00000278001.1","ENSG00000278001","processed_pseudogene","chr9",41700697,41701096,"+","ENSG00000278001",41700697,400
"ENSG00000275297.1","ENSG00000275297","lncRNA","chr9",41760088,41764175,"+","ENSG00000275297",41760088,4088
"ENSG00000154529.15","CNTNAP3B","protein_coding","chr9",41890314,42129510,"-","ENSG00000154529",42129510,239197
"ENSG00000237207.2","RBM17P3","processed_pseudogene","chr9",41974362,41975768,"+","ENSG00000237207",41974362,1407
"ENSG00000270909.1","ENSG00000270909","processed_pseudogene","chr9",41979352,41983753,"+","ENSG00000270909",41979352,4402
"ENSG00000273717.1","RN7SL343P","misc_RNA","chr9",42011350,42011610,"+","ENSG00000273717",42011350,261
"ENSG00000185775.10","SPATA31A6","protein_coding","chr9",42183659,42189887,"+","ENSG00000185775",42183659,6229
"ENSG00000239986.2","ENSG00000239986","processed_pseudogene","chr9",42196333,42196662,"-","ENSG00000239986",42196662,330
"ENSG00000277260.1","FAM74A7","lncRNA","chr9",42199000,42204988,"+","ENSG00000277260",42199000,5989
"ENSG00000276277.1","ENSG00000276277","processed_pseudogene","chr9",42213841,42213918,"-","ENSG00000276277",42213918,78
"ENSG00000275649.1","ENSG00000275649","lncRNA","chr9",42231811,42354454,"+","ENSG00000275649",42231811,122644
"ENSG00000268234.1","FKBP4P6","processed_pseudogene","chr9",42384805,42386136,"+","ENSG00000268234",42384805,1332
"ENSG00000277213.1","SDR42E1P2","processed_pseudogene","chr9",42408526,42409006,"-","ENSG00000277213",42409006,481
"ENSG00000234861.2","ATP5F1AP1","processed_pseudogene","chr9",42410830,42412150,"-","ENSG00000234861",42412150,1321
"ENSG00000227353.1","RAB28P3","processed_pseudogene","chr9",42492663,42493570,"+","ENSG00000227353",42492663,908
"ENSG00000227924.2","RBPJP6","processed_pseudogene","chr9",42497704,42499134,"-","ENSG00000227924",42499134,1431
"ENSG00000237357.2","ENSG00000237357","lncRNA","chr9",42566679,42569353,"-","ENSG00000237357",42569353,2675
"ENSG00000212952.6","ENSG00000212952","processed_pseudogene","chr9",42568933,42569028,"+","ENSG00000212952",42568933,96
"ENSG00000229311.1","ENSG00000229311","lncRNA","chr9",42579414,42586534,"-","ENSG00000229311",42586534,7121
"ENSG00000204816.5","FGF7P5","unprocessed_pseudogene","chr9",42625436,42626813,"+","ENSG00000204816",42625436,1378
"ENSG00000230245.2","ENSG00000230245","processed_pseudogene","chr9",42636788,42637139,"-","ENSG00000230245",42637139,352
"ENSG00000216829.6","FGF7P4","unprocessed_pseudogene","chr9",42667506,42668887,"-","ENSG00000216829",42668887,1382
"ENSG00000233424.2","ENSG00000233424","lncRNA","chr9",42707800,42714539,"+","ENSG00000233424",42707800,6740
"ENSG00000287276.1","ENSG00000287276","transcribed_unprocessed_pseudogene","chr9",42725013,42802065,"+","ENSG00000287276",42725013,77053
"ENSG00000224537.1","MEP1AP4","unprocessed_pseudogene","chr9",42817105,42823213,"-","ENSG00000224537",42823213,6109
"ENSG00000236816.3","ANKRD20A7P","transcribed_unprocessed_pseudogene","chr9",42830337,42950197,"+","ENSG00000236816",42830337,119861
"ENSG00000238529.1","RNU6-599P","snRNA","chr9",42863200,42863306,"+","ENSG00000238529",42863200,107
"ENSG00000273900.1","ENSG00000273900","processed_pseudogene","chr9",42921443,42921670,"-","ENSG00000273900",42921670,228
"ENSG00000275144.1","SNX18P5","unprocessed_pseudogene","chr9",42923277,42924144,"+","ENSG00000275144",42923277,868
"ENSG00000230635.2","CYP4F60P","unprocessed_pseudogene","chr9",42950828,42951630,"+","ENSG00000230635",42950828,803
"ENSG00000229079.1","ENSG00000229079","processed_pseudogene","chr9",42959280,42960066,"-","ENSG00000229079",42960066,787
"ENSG00000213816.3","CNN2P4","processed_pseudogene","chr9",42972386,42973289,"-","ENSG00000213816",42973289,904
"ENSG00000276128.2","ENSG00000276128","transcribed_processed_pseudogene","chr9",42974855,43045120,"+","ENSG00000276128",42974855,70266
"ENSG00000277737.3","ENSG00000277737","unprocessed_pseudogene","chr9",43109866,43125905,"-","ENSG00000277737",43125905,16040
"ENSG00000286506.1","ENSG00000286506","transcribed_unprocessed_pseudogene","chr9",43126164,43139867,"+","ENSG00000286506",43126164,13704
"ENSG00000287800.1","ENSG00000287800","processed_pseudogene","chr9",43244305,43244508,"-","ENSG00000287800",43244508,204
"ENSG00000286916.1","ENSG00000286916","processed_pseudogene","chr9",43244631,43244987,"-","ENSG00000286916",43244987,357
"ENSG00000277598.1","ENSG00000277598","processed_pseudogene","chr9",60546920,60547154,"-","ENSG00000277598",60547154,235
"ENSG00000276581.3","SPATA31A5","protein_coding","chr9",60914407,60920653,"+","ENSG00000276581",60914407,6247
"ENSG00000275628.2","ENSG00000275628","transcribed_processed_pseudogene","chr9",60927098,60927822,"-","ENSG00000275628",60927822,725
"ENSG00000274516.2","FAM74A6","transcribed_processed_pseudogene","chr9",60929774,60936746,"+","ENSG00000274516",60929774,6973
"ENSG00000276422.2","ENSG00000276422","lncRNA","chr9",60943311,60964196,"-","ENSG00000276422",60964196,20886
"ENSG00000278485.1","ENSG00000278485","processed_pseudogene","chr9",60944555,60944636,"-","ENSG00000278485",60944636,82
"ENSG00000283541.1","ENSG00000283541","unprocessed_pseudogene","chr9",61063752,61113954,"-","ENSG00000283541",61113954,50203
"ENSG00000276040.4","SPATA31A7","protein_coding","chr9",61190003,61196280,"+","ENSG00000276040",61190003,6278
"ENSG00000277412.1","ENSG00000277412","lncRNA","chr9",61203088,61203446,"-","ENSG00000277412",61203446,359
"ENSG00000276149.1","ENSG00000276149","transcribed_processed_pseudogene","chr9",61202718,61202819,"-","ENSG00000276149",61202819,102
"ENSG00000274583.1","FAM74A4","transcribed_processed_pseudogene","chr9",61205258,61212373,"+","ENSG00000274583",61205258,7116
"ENSG00000275676.1","ENSG00000275676","lncRNA","chr9",61229913,61231863,"-","ENSG00000275676",61231863,1951
"ENSG00000283378.1","CNTNAP3C","protein_coding","chr9",61330717,61453030,"+","ENSG00000283378",61330717,122314
"ENSG00000276522.1","RN7SL462P","misc_RNA","chr9",61427617,61427877,"-","ENSG00000276522",61427877,261
"ENSG00000277109.1","ENSG00000277109","unprocessed_pseudogene","chr9",61581813,61582675,"+","ENSG00000277109",61581813,863
"ENSG00000231248.3","FAM242D","lncRNA","chr9",61615835,61627683,"+","ENSG00000231248",61615835,11849
"ENSG00000238933.1","Y_RNA","misc_RNA","chr9",61642383,61642494,"+","ENSG00000238933",61642383,112
"ENSG00000204814.5","ENSG00000204814","lncRNA","chr9",61659733,61662690,"+","ENSG00000204814",61659733,2958
"ENSG00000231454.2","ENSG00000231454","processed_pseudogene","chr9",61665579,61666386,"+","ENSG00000231454",61665579,808
"ENSG00000273940.1","RN7SL722P","misc_RNA","chr9",61789143,61789426,"+","ENSG00000273940",61789143,284
"ENSG00000231527.7","FAM27C","lncRNA","chr9",61854148,62096920,"+","ENSG00000231527",61854148,242773
"ENSG00000235659.1","ENSG00000235659","lncRNA","chr9",61865755,61866965,"-","ENSG00000235659",61866965,1211
"ENSG00000223379.1","ENSG00000223379","lncRNA","chr9",61868727,61887084,"+","ENSG00000223379",61868727,18358
"ENSG00000238749.1","Y_RNA","misc_RNA","chr9",61883640,61883751,"-","ENSG00000238749",61883751,112
"ENSG00000229697.2","FAM242E","lncRNA","chr9",61898805,61911022,"-","ENSG00000229697",61911022,12218
"ENSG00000276845.1","ENSG00000276845","unprocessed_pseudogene","chr9",61944232,61945136,"-","ENSG00000276845",61945136,905
"ENSG00000284471.1","ENSG00000284471","TEC","chr9",61982796,61986934,"+","ENSG00000284471",61982796,4139
"ENSG00000231995.2","ENSG00000231995","processed_pseudogene","chr9",62266319,62266919,"+","ENSG00000231995",62266319,601
"ENSG00000231212.1","ENSG00000231212","lncRNA","chr9",62349941,62351536,"-","ENSG00000231212",62351536,1596
"ENSG00000236450.1","ENSG00000236450","processed_pseudogene","chr9",62357834,62358140,"-","ENSG00000236450",62358140,307
"ENSG00000252133.1","SNORA70","snoRNA","chr9",62358191,62358285,"-","ENSG00000252133",62358285,95
"ENSG00000275230.1","RN7SL544P","misc_RNA","chr9",62363581,62363864,"+","ENSG00000275230",62363581,284
"ENSG00000204802.3","ENSG00000204802","lncRNA","chr9",62374462,62376836,"-","ENSG00000204802",62376836,2375
"ENSG00000227449.8","FGF7P6","transcribed_unprocessed_pseudogene","chr9",62376161,62435199,"+","ENSG00000227449",62376161,59039
"ENSG00000233651.2","ENSG00000233651","lncRNA","chr9",62387171,62394004,"-","ENSG00000233651",62394004,6834
"ENSG00000226429.2","ENSG00000226429","unprocessed_pseudogene","chr9",62395370,62395678,"-","ENSG00000226429",62395678,309
"ENSG00000224603.1","ENSG00000224603","processed_pseudogene","chr9",62444256,62444634,"-","ENSG00000224603",62444634,379
"ENSG00000232827.3","LINC01189","lncRNA","chr9",62452451,62522018,"+","ENSG00000232827",62452451,69568
"ENSG00000204801.7","FGF7P7","unprocessed_pseudogene","chr9",62474948,62476333,"-","ENSG00000204801",62476333,1386
"ENSG00000226007.3","ENSG00000226007","lncRNA","chr9",62532337,62534724,"+","ENSG00000226007",62532337,2388
"ENSG00000212951.5","ENSG00000212951","unprocessed_pseudogene","chr9",62532689,62532784,"-","ENSG00000212951",62532784,96
"ENSG00000278213.1","CNTNAP3P5","unprocessed_pseudogene","chr9",62559839,62569907,"+","ENSG00000278213",62559839,10069
"ENSG00000234217.2","RBPJP7","processed_pseudogene","chr9",62601226,62602672,"+","ENSG00000234217",62601226,1447
"ENSG00000236825.2","RAB28P2","processed_pseudogene","chr9",62606797,62607748,"-","ENSG00000236825",62607748,952
"ENSG00000234451.1","ENSG00000234451","processed_pseudogene","chr9",62609725,62610799,"-","ENSG00000234451",62610799,1075
"ENSG00000241571.2","ATP5F1AP7","processed_pseudogene","chr9",62686912,62688190,"+","ENSG00000241571",62686912,1279
"ENSG00000234276.1","SDR42E1P3","processed_pseudogene","chr9",62690033,62690534,"+","ENSG00000234276",62690033,502
"ENSG00000235256.1","FKBP4P7","processed_pseudogene","chr9",62710036,62711398,"-","ENSG00000235256",62711398,1363
"ENSG00000288838.1","ENSG00000288838","lncRNA","chr9",62798861,62801313,"-","ENSG00000288838",62801313,2453
"ENSG00000238113.7","LINC01410","lncRNA","chr9",62801461,62813486,"+","ENSG00000238113",62801461,12026
"ENSG00000287168.2","ENSG00000287168","lncRNA","chr9",62801534,62802712,"-","ENSG00000287168",62802712,1179
"ENSG00000229422.2","ENSG00000229422","lncRNA","chr9",62837139,62838302,"-","ENSG00000229422",62838302,1164
"ENSG00000184523.4","PTGER4P2","transcribed_processed_pseudogene","chr9",62838824,62844276,"+","ENSG00000184523",62838824,5453
"ENSG00000237451.3","CDK2AP2P2","processed_pseudogene","chr9",62844818,62845184,"+","ENSG00000237451",62844818,367
"ENSG00000234665.9","LERFS","lncRNA","chr9",62856999,62880641,"-","ENSG00000234665",62880641,23643
"ENSG00000238245.2","MYO5BP2","processed_pseudogene","chr9",62858184,62858484,"+","ENSG00000238245",62858184,301
"ENSG00000227582.2","ADGRF5P1","transcribed_processed_pseudogene","chr9",62860873,62864957,"-","ENSG00000227582",62864957,4085
"ENSG00000219693.3","FGF7P8","unprocessed_pseudogene","chr9",62888535,62889921,"+","ENSG00000219693",62888535,1387
"ENSG00000170161.7","ENSG00000170161","lncRNA","chr9",62897368,62900104,"+","ENSG00000170161",62897368,2737
"ENSG00000273509.1","CNTNAP3P1","unprocessed_pseudogene","chr9",62924911,62934964,"+","ENSG00000273509",62924911,10054
"ENSG00000244081.1","ENSG00000244081","unprocessed_pseudogene","chr9",63025597,63025993,"+","ENSG00000244081",63025597,397
"ENSG00000198312.4","BMS1P9","unprocessed_pseudogene","chr9",63055641,63059217,"+","ENSG00000198312",63055641,3577
"ENSG00000182021.10","ENSG00000182021","transcribed_unprocessed_pseudogene","chr9",63111255,63127100,"-","ENSG00000182021",63127100,15846
"ENSG00000176115.9","AQP7P4","unprocessed_pseudogene","chr9",63127359,63143401,"+","ENSG00000176115",63127359,16043
"ENSG00000237238.3","BMS1P10","transcribed_unprocessed_pseudogene","chr9",63299453,63385117,"-","ENSG00000237238",63385117,85665
"ENSG00000186466.5","AQP7P1","unprocessed_pseudogene","chr9",63317067,63333091,"-","ENSG00000186466",63333091,16025
"ENSG00000228522.2","ENSG00000228522","transcribed_unprocessed_pseudogene","chr9",63330326,63343660,"+","ENSG00000228522",63330326,13335
"ENSG00000233555.2","ENSG00000233555","processed_pseudogene","chr9",63581254,63581834,"-","ENSG00000233555",63581834,581
"ENSG00000234042.1","ENSG00000234042","processed_pseudogene","chr9",63703065,63703755,"+","ENSG00000234042",63703065,691
"ENSG00000268951.1","CDRT15P7","processed_pseudogene","chr9",63719864,63720441,"+","ENSG00000268951",63719864,578
"ENSG00000224267.1","ENSG00000224267","lncRNA","chr9",63728877,63744910,"+","ENSG00000224267",63728877,16034
"ENSG00000225360.1","ENSG00000225360","processed_pseudogene","chr9",63729702,63730173,"+","ENSG00000225360",63729702,472
"ENSG00000228656.1","MYO5BP3","processed_pseudogene","chr9",63761546,63762824,"-","ENSG00000228656",63762824,1279
"ENSG00000226020.4","CDK2AP2P3","processed_pseudogene","chr9",63774870,63775241,"-","ENSG00000226020",63775241,372
"ENSG00000239684.2","PTGER4P3","processed_pseudogene","chr9",63775892,63776143,"-","ENSG00000239684",63776143,252
"ENSG00000225411.3","ENSG00000225411","lncRNA","chr9",63802144,63814159,"-","ENSG00000225411",63814159,12016
"ENSG00000207277.1","RNA5SP284","rRNA_pseudogene","chr9",63813190,63813307,"+","ENSG00000207277",63813190,118
"ENSG00000232815.1","DUX4L50","unprocessed_pseudogene","chr9",63817748,63818462,"-","ENSG00000232815",63818462,715
"ENSG00000266017.1","MIR4477B","miRNA","chr9",63819574,63819654,"+","ENSG00000266017",63819574,81
"ENSG00000215548.2","FRG1JP","unprocessed_pseudogene","chr9",63832127,63859641,"-","ENSG00000215548",63859641,27515
"ENSG00000204790.9","ENSG00000204790","unprocessed_pseudogene","chr9",63974762,64004155,"-","ENSG00000204790",64004155,29394
"ENSG00000288690.2","FLJ43315","transcribed_unprocessed_pseudogene","chr9",64016950,64061612,"+","ENSG00000288690",64016950,44663
"ENSG00000288694.1","ENSG00000288694","unprocessed_pseudogene","chr9",64071909,64118145,"+","ENSG00000288694",64071909,46237
"ENSG00000275068.1","U6","snRNA","chr9",64082429,64082534,"+","ENSG00000275068",64082429,106
"ENSG00000285580.1","ENSG00000285580","lncRNA","chr9",64343044,64362584,"+","ENSG00000285580",64343044,19541
"ENSG00000172014.12","ANKRD20A4P","protein_coding","chr9",64369394,64413142,"+","ENSG00000172014",64369394,43749
"ENSG00000238551.1","RNU6-1193P","snRNA","chr9",64380194,64380300,"+","ENSG00000238551",64380194,107
"ENSG00000224185.1","SNX18P9","processed_pseudogene","chr9",64439346,64440180,"+","ENSG00000224185",64439346,835
