"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000279529.1","lightgreen","ENSG00000279529","ENSG00000279529",FALSE,"ENSG00000279529","lncRNA","chr19",16572624,16574918,"+",16572624,2295,TRUE,0,FALSE,NA,7584,"chr19_16580209_16580364_MLT1E2","MLT1E2","ERVL-MaLR","LTR_or_other",16580209,16580364,"-","downstream",7584
"ENSG00000277149.5","brown","ENSG00000277149","TYW1B",FALSE,"TYW1B","protein_coding","chr7",72558744,72828200,"-",72828200,269457,TRUE,0,FALSE,NA,4425,"chr7_72823745_72823774_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",72823745,72823774,"+","downstream",4425
"ENSG00000286502.1","turquoise","ENSG00000286502","ENSG00000286502",FALSE,"ENSG00000286502","lncRNA","chr9",134770651,134775671,"-",134775671,5021,TRUE,1,TRUE,"ERVL-MaLR",1034,"chr9_134776706_134777069_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",134776706,134777069,"-","upstream",-1034
"ENSG00000142945.13","saddlebrown","ENSG00000142945","KIF2C",FALSE,"KIF2C","protein_coding","chr1",44739818,44767767,"+",44739818,27950,TRUE,0,FALSE,NA,3351,"chr1_44736096_44736466_MSTD","MSTD","ERVL-MaLR","LTR_or_other",44736096,44736466,"-","upstream",-3351
"ENSG00000168803.16","yellow","ENSG00000168803","ADAL",FALSE,"ADAL","protein_coding","chr15",43330672,43354569,"+",43330672,23898,TRUE,0,FALSE,NA,2928,"chr15_43327392_43327743_LTR33","LTR33","ERVL","LTR_or_other",43327392,43327743,"-","upstream",-2928
"ENSG00000236871.7","grey","ENSG00000236871","LINC00106",FALSE,"LINC00106","lncRNA","chrX",1396427,1399402,"+",1396427,2976,TRUE,0,FALSE,NA,7194,"chrX_1389030_1389232_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",1389030,1389232,"+","upstream",-7194
"ENSG00000283559.2","grey","ENSG00000283559","ENSG00000283559",FALSE,"ENSG00000283559","transcribed_unprocessed_pseudogene","chr5",176143078,176156989,"-",176156989,13912,TRUE,1,TRUE,"ERVL",438,"chr5_176157428_176157960_MER21C","MER21C","ERVL","LTR_or_other",176157428,176157960,"-","upstream",-438
"ENSG00000228327.4","greenyellow","ENSG00000228327","ENSG00000228327",FALSE,"ENSG00000228327","transcribed_unprocessed_pseudogene","chr1",725885,778669,"-",778669,52785,TRUE,0,FALSE,NA,8682,"chr1_787352_787718_LTR7","LTR7","ERV1","LTR_or_other",787352,787718,"+","upstream",-8682
"ENSG00000150403.18","grey","ENSG00000150403","TMCO3",FALSE,"TMCO3","protein_coding","chr13",113491021,113554590,"+",113491021,63570,TRUE,0,FALSE,NA,7825,"chr13_113498847_113499458_MER41B","MER41B","ERV1","LTR_or_other",113498847,113499458,"-","downstream",7825
"ENSG00000139194.8","pink","ENSG00000139194","RBP5",FALSE,"RBP5","protein_coding","chr12",7123686,7128889,"-",7128889,5204,TRUE,0,FALSE,NA,11498,"chr12_7116889_7117390_MLT1F","MLT1F","ERVL-MaLR","LTR_or_other",7116889,7117390,"-","downstream",11498
"ENSG00000230069.3","grey","ENSG00000230069","LRRC37A15P",FALSE,"LRRC37A15P","processed_pseudogene","chr4",102730505,102730721,"-",102730721,217,TRUE,2,TRUE,"ERV1",22,"chr4_102730744_102731185_LTR10G","LTR10G","ERV1","LTR_or_other",102730744,102731185,"+","upstream",-22
"ENSG00000198763.3","tan","ENSG00000198763","MT-ND2",FALSE,"MT-ND2","protein_coding","chrM",4470,5511,"+",4470,1042,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196584.3","grey","ENSG00000196584","XRCC2",FALSE,"XRCC2","protein_coding","chr7",152644776,152676141,"-",152676141,31366,TRUE,1,TRUE,"ERVL-MaLR",884,"chr7_152677026_152677229_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",152677026,152677229,"-","upstream",-884
"ENSG00000285600.1","grey","ENSG00000285600","ENSG00000285600",FALSE,"ENSG00000285600","lncRNA","chr3",127620106,127629049,"-",127629049,8944,TRUE,0,FALSE,NA,6488,"chr3_127635538_127635589_MLT1H","MLT1H","ERVL-MaLR","LTR_or_other",127635538,127635589,"-","upstream",-6488
"ENSG00000289029.1","grey","ENSG00000289029","ENSG00000289029",FALSE,"ENSG00000289029","lncRNA","chr16",29288799,29291072,"-",29291072,2274,TRUE,1,TRUE,"ERV1",1357,"chr16_29292430_29292878_MER65C","MER65C","ERV1","LTR_or_other",29292430,29292878,"-","upstream",-1357
"ENSG00000224713.4","turquoise","ENSG00000224713","ENSG00000224713",FALSE,"ENSG00000224713","lncRNA","chr12",57612118,57618171,"-",57618171,6054,TRUE,0,FALSE,NA,22504,"chr12_57640676_57641126_MER4A1","MER4A1","ERV1","LTR_or_other",57640676,57641126,"+","upstream",-22504
"ENSG00000186642.16","green","ENSG00000186642","PDE2A",FALSE,"PDE2A","protein_coding","chr11",72576141,72674591,"-",72674591,98451,TRUE,0,FALSE,NA,10258,"chr11_72663887_72664332_LTR33","LTR33","ERVL","LTR_or_other",72663887,72664332,"+","downstream",10258
"ENSG00000170445.16","brown","ENSG00000170445","HARS1",FALSE,"HARS1","protein_coding","chr5",140674125,140691429,"-",140691429,17305,TRUE,0,FALSE,NA,9549,"chr5_140681686_140681879_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",140681686,140681879,"+","downstream",9549
"ENSG00000268758.7","cyan","ENSG00000268758","ADGRE4P",FALSE,"ADGRE4P","transcribed_unprocessed_pseudogene","chr19",6952500,6997872,"-",6997872,45373,TRUE,2,TRUE,"ERVL-MaLR",1608,"chr19_6999481_6999552_MLT1H2","MLT1H2","ERVL-MaLR","LTR_or_other",6999481,6999552,"+","upstream",-1608
"ENSG00000100429.18","grey","ENSG00000100429","HDAC10",FALSE,"HDAC10","protein_coding","chr22",50245186,50249859,"-",50249859,4674,TRUE,0,FALSE,NA,7889,"chr22_50240982_50241969_LTR13","LTR13","ERVK","LTR_or_other",50240982,50241969,"+","downstream",7889
"ENSG00000099330.9","red","ENSG00000099330","OCEL1",FALSE,"OCEL1","protein_coding","chr19",17226213,17229219,"+",17226213,3007,TRUE,1,TRUE,"ERV1",635,"chr19_17225480_17225577_MER66C","MER66C","ERV1","LTR_or_other",17225480,17225577,"+","upstream",-635
"ENSG00000235438.7","magenta","ENSG00000235438","ESRRAP2",FALSE,"ESRRAP2","transcribed_processed_pseudogene","chr13",21260015,21295003,"+",21260015,34989,TRUE,0,FALSE,NA,3904,"chr13_21263920_21264305_LTR57","LTR57","ERVL","LTR_or_other",21263920,21264305,"-","downstream",3904
"ENSG00000078902.16","brown","ENSG00000078902","TOLLIP",FALSE,"TOLLIP","protein_coding","chr11",1274371,1309654,"-",1309654,35284,TRUE,2,TRUE,"ERV1",617,"chr11_1310272_1310793_MER41C","MER41C","ERV1","LTR_or_other",1310272,1310793,"+","upstream",-617
"ENSG00000287626.1","red","ENSG00000287626","ENSG00000287626",FALSE,"ENSG00000287626","lncRNA","chr6",15555780,15559980,"+",15555780,4201,TRUE,5,TRUE,"ERV1",0,"chr6_15555300_15555924_MER41B","MER41B","ERV1","LTR_or_other",15555300,15555924,"+","overlaps_TSS",0
"ENSG00000179331.3","cyan","ENSG00000179331","RAB39A",FALSE,"RAB39A","protein_coding","chr11",107928448,107963482,"+",107928448,35035,TRUE,0,FALSE,NA,3854,"chr11_107932303_107932407_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",107932303,107932407,"-","downstream",3854
"ENSG00000248785.1","grey","ENSG00000248785","HIGD1AP14",FALSE,"HIGD1AP14","processed_pseudogene","chr4",109673843,109674124,"+",109673843,282,TRUE,0,FALSE,NA,1437,"chr4_109675281_109675360_MER67B","MER67B","ERV1","LTR_or_other",109675281,109675360,"+","downstream",1437
"ENSG00000289486.1","purple","ENSG00000289486","ENSG00000289486",FALSE,"ENSG00000289486","lncRNA","chr11",64184892,64185271,"-",64185271,380,TRUE,0,FALSE,NA,5446,"chr11_64179304_64179824_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",64179304,64179824,"-","downstream",5446
"ENSG00000146386.8","turquoise","ENSG00000146386","ABRACL",FALSE,"ABRACL","protein_coding","chr6",139028745,139043302,"+",139028745,14558,TRUE,1,TRUE,"ERVL-MaLR",703,"chr6_139027596_139028041_MLT1M","MLT1M","ERVL-MaLR","LTR_or_other",139027596,139028041,"-","upstream",-703
"ENSG00000267724.1","greenyellow","ENSG00000267724","ENSG00000267724",FALSE,"ENSG00000267724","lncRNA","chr18",47105946,47107407,"+",47105946,1462,TRUE,0,FALSE,NA,7354,"chr18_47098236_47098591_THE1A","THE1A","ERVL-MaLR","LTR_or_other",47098236,47098591,"-","upstream",-7354
"ENSG00000276529.1","black","ENSG00000276529","ENSG00000276529",FALSE,"ENSG00000276529","lncRNA","chr21",44978832,44979274,"+",44978832,443,TRUE,0,FALSE,NA,1794,"chr21_44980627_44980991_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",44980627,44980991,"-","downstream",1794
"ENSG00000154639.19","grey","ENSG00000154639","CXADR",FALSE,"CXADR","protein_coding","chr21",17513043,17593579,"+",17513043,80537,TRUE,0,FALSE,NA,5692,"chr21_17506911_17507350_MER4E1","MER4E1","ERV1","LTR_or_other",17506911,17507350,"+","upstream",-5692
"ENSG00000278997.1","brown","ENSG00000278997","ENSG00000278997",FALSE,"ENSG00000278997","TEC","chr1",33141871,33143230,"-",33143230,1360,TRUE,2,TRUE,"ERV1",587,"chr1_33143818_33144132_LTR64","LTR64","ERV1","LTR_or_other",33143818,33144132,"+","upstream",-587
"ENSG00000167716.19","brown","ENSG00000167716","WDR81",FALSE,"WDR81","protein_coding","chr17",1716523,1738599,"+",1716523,22077,TRUE,0,FALSE,NA,69707,"chr17_1786231_1786376_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",1786231,1786376,"+","downstream",69707
"ENSG00000188959.10","salmon","ENSG00000188959","C9orf152",FALSE,"C9orf152","protein_coding","chr9",110190048,110208159,"-",110208159,18112,TRUE,2,TRUE,"ERVL-MaLR",655,"chr9_110208815_110209076_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",110208815,110209076,"-","upstream",-655
"ENSG00000185031.6","grey","ENSG00000185031","SLC2A3P2",FALSE,"SLC2A3P2","processed_pseudogene","chr1",64984608,64986087,"-",64986087,1480,TRUE,0,FALSE,NA,5133,"chr1_64991221_64991508_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",64991221,64991508,"-","upstream",-5133
"ENSG00000177663.14","pink","ENSG00000177663","IL17RA",FALSE,"IL17RA","protein_coding","chr22",17084954,17115694,"+",17084954,30741,TRUE,1,TRUE,"ERVL-MaLR",1407,"chr22_17083308_17083546_MLT1F2","MLT1F2","ERVL-MaLR","LTR_or_other",17083308,17083546,"-","upstream",-1407
"ENSG00000234745.13","turquoise","ENSG00000234745","HLA-B",FALSE,"HLA-B","protein_coding","chr6",31353875,31356442,"-",31356442,2568,TRUE,0,FALSE,NA,5101,"chr6_31351056_31351340_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",31351056,31351340,"+","downstream",5101
"ENSG00000196329.12","turquoise","ENSG00000196329","GIMAP5",FALSE,"GIMAP5","protein_coding","chr7",150737418,150743646,"+",150737418,6229,TRUE,1,TRUE,"ERV1",766,"chr7_150735948_150736651_MER67C","MER67C","ERV1","LTR_or_other",150735948,150736651,"+","upstream",-766
"ENSG00000231731.7","midnightblue","ENSG00000231731","ENSG00000231731",FALSE,"ENSG00000231731","lncRNA","chr2",127455394,127514623,"+",127455394,59230,TRUE,0,FALSE,NA,9953,"chr2_127465348_127465711_THE1B","THE1B","ERVL-MaLR","LTR_or_other",127465348,127465711,"+","downstream",9953
"ENSG00000135502.19","turquoise","ENSG00000135502","SLC26A10",FALSE,"SLC26A10","transcribed_unitary_pseudogene","chr12",57619527,57623137,"+",57619527,3611,TRUE,0,FALSE,NA,21148,"chr12_57640676_57641126_MER4A1","MER4A1","ERV1","LTR_or_other",57640676,57641126,"+","downstream",21148
"ENSG00000151612.18","grey60","ENSG00000151612","ZNF827",FALSE,"ZNF827","protein_coding","chr4",145757627,145938823,"-",145938823,181197,TRUE,0,FALSE,NA,6575,"chr4_145931888_145932247_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",145931888,145932247,"+","downstream",6575
"ENSG00000072952.20","turquoise","ENSG00000072952","IRAG1",FALSE,"IRAG1","protein_coding","chr11",10573091,10693988,"-",10693988,120898,TRUE,0,FALSE,NA,4569,"chr11_10698558_10698724_THE1B","THE1B","ERVL-MaLR","LTR_or_other",10698558,10698724,"+","upstream",-4569
"ENSG00000255966.1","blue","ENSG00000255966","GAPDH-DT",FALSE,"GAPDH-DT","lncRNA","chr12",6532290,6533498,"-",6533498,1209,TRUE,0,FALSE,NA,25555,"chr12_6507356_6507942_LTR10D","LTR10D","ERV1","LTR_or_other",6507356,6507942,"-","downstream",25555
"ENSG00000134962.7","green","ENSG00000134962","KLB",FALSE,"KLB","protein_coding","chr4",39406930,39451533,"+",39406930,44604,TRUE,0,FALSE,NA,6027,"chr4_39412958_39413047_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",39412958,39413047,"-","downstream",6027
"ENSG00000279332.1","green","ENSG00000279332","ENSG00000279332",FALSE,"ENSG00000279332","TEC","chr18",24135611,24135829,"-",24135829,219,TRUE,1,TRUE,"ERV1",223,"chr18_24136053_24136132_MER4-int","MER4-int","ERV1","internal",24136053,24136132,"-","upstream",-223
"ENSG00000214013.10","blue","ENSG00000214013","GANC",FALSE,"GANC","protein_coding","chr15",42273201,42353666,"+",42273201,80466,TRUE,0,FALSE,NA,9549,"chr15_42282751_42283113_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",42282751,42283113,"-","downstream",9549
"ENSG00000110934.13","cyan","ENSG00000110934","BIN2",FALSE,"BIN2","protein_coding","chr12",51281038,51324668,"-",51324668,43631,TRUE,0,FALSE,NA,12127,"chr12_51312095_51312540_MER65A","MER65A","ERV1","LTR_or_other",51312095,51312540,"+","downstream",12127
"ENSG00000279608.1","greenyellow","ENSG00000279608","ENSG00000279608",FALSE,"ENSG00000279608","TEC","chr9",35038625,35042860,"-",35042860,4236,TRUE,0,FALSE,NA,1440,"chr9_35040835_35041419_LTR10C","LTR10C","ERV1","LTR_or_other",35040835,35041419,"-","downstream",1440
"ENSG00000239779.7","blue","ENSG00000239779","WBP1",FALSE,"WBP1","protein_coding","chr2",74458400,74460891,"+",74458400,2492,TRUE,0,FALSE,NA,6740,"chr2_74451364_74451659_MER4D1","MER4D1","ERV1","LTR_or_other",74451364,74451659,"+","upstream",-6740
"ENSG00000169084.15","brown","ENSG00000169084","DHRSX",FALSE,"DHRSX","protein_coding","chrX",2219506,2502805,"-",2502805,283300,TRUE,2,TRUE,"ERV1",0,"chrX_2502800_2503215_MER41D","MER41D","ERV1","LTR_or_other",2502800,2503215,"+","overlaps_TSS",0
"ENSG00000143106.13","red","ENSG00000143106","PSMA5",FALSE,"PSMA5","protein_coding","chr1",109399042,109426448,"-",109426448,27407,TRUE,0,FALSE,NA,4020,"chr1_109430469_109430755_LTR16B","LTR16B","ERVL","LTR_or_other",109430469,109430755,"+","upstream",-4020
"ENSG00000228013.1","grey","ENSG00000228013","IL6R-AS1",FALSE,"IL6R-AS1","lncRNA","chr1",154402328,154406564,"-",154406564,4237,TRUE,0,FALSE,NA,14834,"chr1_154391548_154391729_LTR33A_","LTR33A_","ERVL","LTR_or_other",154391548,154391729,"+","downstream",14834
"ENSG00000105976.16","tan","ENSG00000105976","MET",FALSE,"MET","protein_coding","chr7",116672196,116798377,"+",116672196,126182,TRUE,0,FALSE,NA,2318,"chr7_116669744_116669877_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",116669744,116669877,"-","upstream",-2318
"ENSG00000143355.16","grey","ENSG00000143355","LHX9",FALSE,"LHX9","protein_coding","chr1",197911902,197935478,"+",197911902,23577,TRUE,0,FALSE,NA,11869,"chr1_197899810_197900032_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",197899810,197900032,"+","upstream",-11869
"ENSG00000233894.1","grey","ENSG00000233894","ENSG00000233894",FALSE,"ENSG00000233894","lncRNA","chr1",74468195,74469375,"+",74468195,1181,TRUE,1,TRUE,"ERV1",1947,"chr1_74465107_74466247_LTR12E","LTR12E","ERV1","LTR_or_other",74465107,74466247,"+","upstream",-1947
"ENSG00000204837.5","grey","ENSG00000204837","FGF7P3",FALSE,"FGF7P3","transcribed_unprocessed_pseudogene","chr9",39830013,39863942,"-",39863942,33930,TRUE,0,FALSE,NA,2680,"chr9_39866623_39866982_THE1B","THE1B","ERVL-MaLR","LTR_or_other",39866623,39866982,"+","upstream",-2680
"ENSG00000243989.9","yellow","ENSG00000243989","ACY1",FALSE,"ACY1","protein_coding","chr3",51983415,51989197,"+",51983415,5783,TRUE,0,FALSE,NA,6958,"chr3_51990374_51991626_LTR12C","LTR12C","ERV1","LTR_or_other",51990374,51991626,"+","downstream",6958
"ENSG00000154237.13","turquoise","ENSG00000154237","LRRK1",FALSE,"LRRK1","protein_coding","chr15",100919392,101078257,"+",100919392,158866,TRUE,0,FALSE,NA,5680,"chr15_100913221_100913711_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",100913221,100913711,"-","upstream",-5680
"ENSG00000273891.1","greenyellow","ENSG00000273891","ENSG00000273891",FALSE,"ENSG00000273891","lncRNA","chr10",121965764,121967645,"+",121965764,1882,TRUE,0,FALSE,NA,10029,"chr10_121975794_121976244_LOR1b","LOR1b","ERV1","LTR_or_other",121975794,121976244,"-","downstream",10029
"ENSG00000179165.12","grey","ENSG00000179165","PXT1",FALSE,"PXT1","protein_coding","chr6",36390551,36442766,"-",36442766,52216,TRUE,0,FALSE,NA,1225,"chr6_36441359_36441540_MLT1J1","MLT1J1","ERVL-MaLR","LTR_or_other",36441359,36441540,"+","downstream",1225
"ENSG00000144554.13","green","ENSG00000144554","FANCD2",FALSE,"FANCD2","protein_coding","chr3",10026396,10101932,"+",10026396,75537,TRUE,0,FALSE,NA,3152,"chr3_10023228_10023243_LTR37A","LTR37A","ERV1","LTR_or_other",10023228,10023243,"+","upstream",-3152
"ENSG00000280234.1","grey","ENSG00000280234","ENSG00000280234",FALSE,"ENSG00000280234","TEC","chr15",25255579,25257027,"+",25255579,1449,TRUE,1,TRUE,"ERV1",1820,"chr15_25252270_25253758_LTR12C","LTR12C","ERV1","LTR_or_other",25252270,25253758,"-","upstream",-1820
"ENSG00000255458.8","blue","ENSG00000255458","SMIM14-DT",FALSE,"SMIM14-DT","lncRNA","chr4",39639107,39666879,"+",39639107,27773,TRUE,0,FALSE,NA,2396,"chr4_39641504_39641956_MLT1F","MLT1F","ERVL-MaLR","LTR_or_other",39641504,39641956,"+","downstream",2396
"ENSG00000205930.10","blue","ENSG00000205930","C21orf62-AS1",FALSE,"C21orf62-AS1","lncRNA","chr21",32772100,32955437,"+",32772100,183338,TRUE,0,FALSE,NA,3717,"chr21_32768042_32768382_MSTD","MSTD","ERVL-MaLR","LTR_or_other",32768042,32768382,"+","upstream",-3717
"ENSG00000159842.16","blue","ENSG00000159842","ABR",FALSE,"ABR","protein_coding","chr17",1003672,1229738,"-",1229738,226067,TRUE,0,FALSE,NA,5768,"chr17_1223599_1223969_THE1D","THE1D","ERVL-MaLR","LTR_or_other",1223599,1223969,"-","downstream",5768
"ENSG00000165698.16","grey","ENSG00000165698","SPACA9",FALSE,"SPACA9","protein_coding","chr9",132878027,132890201,"+",132878027,12175,TRUE,0,FALSE,NA,13478,"chr9_132864456_132864548_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",132864456,132864548,"+","upstream",-13478
"ENSG00000067113.17","grey","ENSG00000067113","PLPP1",FALSE,"PLPP1","protein_coding","chr5",55425863,55534969,"-",55534969,109107,TRUE,1,TRUE,"ERV1",491,"chr5_55535461_55535905_MER31B","MER31B","ERV1","LTR_or_other",55535461,55535905,"+","upstream",-491
"ENSG00000214279.13","grey","ENSG00000214279","SCART1",FALSE,"SCART1","protein_coding","chr10",133453946,133469183,"+",133453946,15238,TRUE,0,FALSE,NA,12529,"chr10_133466476_133466857_LTR47A","LTR47A","ERVL","LTR_or_other",133466476,133466857,"-","downstream",12529
"ENSG00000068903.21","yellow","ENSG00000068903","SIRT2",FALSE,"SIRT2","protein_coding","chr19",38878555,38899862,"-",38899862,21308,TRUE,0,FALSE,NA,6538,"chr19_38892985_38893323_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",38892985,38893323,"+","downstream",6538
"ENSG00000230612.3","grey","ENSG00000230612","ENSG00000230612",FALSE,"ENSG00000230612","lncRNA","chr5",132688681,132723725,"+",132688681,35045,TRUE,0,FALSE,NA,17686,"chr5_132670296_132670994_MER77B","MER77B","ERVL","LTR_or_other",132670296,132670994,"+","upstream",-17686
"ENSG00000100968.14","turquoise","ENSG00000100968","NFATC4",FALSE,"NFATC4","protein_coding","chr14",24365673,24379604,"+",24365673,13932,TRUE,1,TRUE,"ERVL",431,"chr14_24365032_24365241_LTR16E2","LTR16E2","ERVL","LTR_or_other",24365032,24365241,"+","upstream",-431
"ENSG00000136068.16","turquoise","ENSG00000136068","FLNB",FALSE,"FLNB","protein_coding","chr3",58008398,58172251,"+",58008398,163854,TRUE,2,TRUE,"ERVL-MaLR",513,"chr3_58007626_58007884_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",58007626,58007884,"+","upstream",-513
"ENSG00000231584.9","blue","ENSG00000231584","FAHD2CP",FALSE,"FAHD2CP","transcribed_unprocessed_pseudogene","chr2",96010526,96023308,"+",96010526,12783,TRUE,1,TRUE,"ERV1",1968,"chr2_96007956_96008557_MER92B","MER92B","ERV1","LTR_or_other",96007956,96008557,"-","upstream",-1968
"ENSG00000110400.11","grey","ENSG00000110400","NECTIN1",FALSE,"NECTIN1","protein_coding","chr11",119623408,119729200,"-",119729200,105793,TRUE,0,FALSE,NA,17432,"chr11_119746633_119746784_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",119746633,119746784,"-","upstream",-17432
"ENSG00000166130.15","turquoise","ENSG00000166130","IKBIP",FALSE,"IKBIP","protein_coding","chr12",98613405,98645113,"-",98645113,31709,TRUE,0,FALSE,NA,12394,"chr12_98657508_98657669_LTR78","LTR78","ERV1","LTR_or_other",98657508,98657669,"-","upstream",-12394
"ENSG00000280053.1","grey","ENSG00000280053","ENSG00000280053",FALSE,"ENSG00000280053","TEC","chr3",126973065,126976426,"+",126973065,3362,TRUE,3,TRUE,"ERVL-MaLR",94,"chr3_126973160_126973232_MLT1G","MLT1G","ERVL-MaLR","LTR_or_other",126973160,126973232,"+","downstream",94
"ENSG00000144567.11","brown","ENSG00000144567","RETREG2",FALSE,"RETREG2","protein_coding","chr2",219176332,219185475,"+",219176332,9144,TRUE,0,FALSE,NA,10100,"chr2_219186433_219186528_MSTC","MSTC","ERVL-MaLR","LTR_or_other",219186433,219186528,"+","downstream",10100
"ENSG00000180043.11","darkorange","ENSG00000180043","FAM71E2",FALSE,"FAM71E2","protein_coding","chr19",55354908,55363260,"-",55363260,8353,TRUE,0,FALSE,NA,15352,"chr19_55378613_55378996_LTR16B","LTR16B","ERVL","LTR_or_other",55378613,55378996,"+","upstream",-15352
"ENSG00000233426.3","magenta","ENSG00000233426","EIF3FP3",FALSE,"EIF3FP3","processed_pseudogene","chr2",58251440,58252525,"+",58251440,1086,TRUE,3,TRUE,"ERVL-MaLR",63,"chr2_58251271_58251376_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",58251271,58251376,"+","upstream",-63
"ENSG00000184613.11","turquoise","ENSG00000184613","NELL2",FALSE,"NELL2","protein_coding","chr12",44508275,44921848,"-",44921848,413574,TRUE,1,TRUE,"ERVL-MaLR",504,"chr12_44922353_44922823_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",44922353,44922823,"+","upstream",-504
"ENSG00000144290.17","lightyellow","ENSG00000144290","SLC4A10",FALSE,"SLC4A10","protein_coding","chr2",161427453,161985282,"+",161427453,557830,TRUE,0,FALSE,NA,24058,"chr2_161451512_161451786_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",161451512,161451786,"+","downstream",24058
