"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
338,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5412006_5412409_LTR78B",5412006,5412409,"+","LTR78B","ERV1","LTR_or_other",29.5,1,"E100",TRUE,FALSE,FALSE,"EnhA2",20132,"downstream",20132,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
339,"ENSG00000066651.20","TRMT11","greenyellow",30,0.701231966081609,0.194968307826859,FALSE,"chr6","+",125986479,125886479,126086479,"chr6_126047125_126047833_LTR1F",126047125,126047833,"+","LTR1F","ERV1","LTR_or_other",9.5,1,"E108",FALSE,TRUE,FALSE,"EnhG1",60646,"downstream",60646,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
340,"ENSG00000066651.20","TRMT11","greenyellow",30,0.701231966081609,0.194968307826859,FALSE,"chr6","+",125986479,125886479,126086479,"chr6_126047834_126048121_HERVL40-int",126047834,126048121,"+","HERVL40-int","ERVL","internal",23,1,"E108",FALSE,TRUE,FALSE,"EnhG1",61355,"downstream",61355,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
341,"ENSG00000066651.20","TRMT11","greenyellow",30,0.701231966081609,0.194968307826859,FALSE,"chr6","+",125986479,125886479,126086479,"chr6_126048162_126049104_HERVL40-int",126048162,126049104,"+","HERVL40-int","ERVL","internal",25.7,1,"E108",FALSE,TRUE,FALSE,"EnhG1",61683,"downstream",61683,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
342,"ENSG00000066651.20","TRMT11","greenyellow",30,0.701231966081609,0.194968307826859,FALSE,"chr6","+",125986479,125886479,126086479,"chr6_125918065_125918178_MER4CL34",125918065,125918178,"-","MER4CL34","ERV1","LTR_or_other",18.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",68301,"upstream",-68301,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
343,"ENSG00000176170.14","SPHK1","pink",14,0.818109440188565,0.194787121950393,FALSE,"chr17","+",76376584,76276584,76476584,"chr17_76369681_76370120_MLT1H1",76369681,76370120,"+","MLT1H1","ERVL-MaLR","LTR_or_other",25.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",6464,"upstream",-6464,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
344,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105680553_105680659_MER39B",105680553,105680659,"+","MER39B","ERV1","LTR_or_other",12.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",18096,"downstream",18096,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
345,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105680653_105680707_LTR29",105680653,105680707,"+","LTR29","ERV1","LTR_or_other",16.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",18196,"downstream",18196,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
346,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105688152_105688497_LTR78B",105688152,105688497,"+","LTR78B","ERV1","LTR_or_other",29.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",25695,"downstream",25695,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
347,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105696571_105696952_LTR47A",105696571,105696952,"-","LTR47A","ERVL","LTR_or_other",14.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",34114,"downstream",34114,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
348,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105698127_105698207_MLT1N2",105698127,105698207,"+","MLT1N2","ERVL-MaLR","LTR_or_other",19.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",35670,"downstream",35670,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
349,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105700977_105701213_LTR50",105700977,105701213,"+","LTR50","ERVL","LTR_or_other",20.8,1,"E100",TRUE,FALSE,FALSE,"EnhA1",38520,"downstream",38520,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
350,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105706365_105706839_LTR61",105706365,105706839,"-","LTR61","ERV1","LTR_or_other",12.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",43908,"downstream",43908,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
351,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105712971_105714397_MER52D",105712971,105714397,"+","MER52D","ERV1","LTR_or_other",18.5,1,"E108",FALSE,TRUE,FALSE,"EnhG1",50514,"downstream",50514,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
352,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105714374_105714437_MER52D",105714374,105714437,"+","MER52D","ERV1","LTR_or_other",21.9,1,"E108",FALSE,TRUE,FALSE,"EnhG1",51917,"downstream",51917,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
353,"ENSG00000288862.1","ENSG00000288862","blue",5,0.890026983463251,0.190980093759315,FALSE,"chr1","+",229407361,229307361,229507361,"chr1_229368112_229368534_MSTB1",229368112,229368534,"-","MSTB1","ERVL-MaLR","LTR_or_other",16.4,1,"E100",TRUE,FALSE,FALSE,"EnhA1",38827,"upstream",-38827,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
354,"ENSG00000288862.1","ENSG00000288862","blue",5,0.890026983463251,0.190980093759315,FALSE,"chr1","+",229407361,229307361,229507361,"chr1_229469467_229469799_LTR33",229469467,229469799,"-","LTR33","ERVL","LTR_or_other",27.8,1,"E100",TRUE,FALSE,FALSE,"EnhG1",62106,"downstream",62106,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
355,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105680553_105680659_MER39B",105680553,105680659,"+","MER39B","ERV1","LTR_or_other",12.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",24184,"downstream",24184,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
356,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105680653_105680707_LTR29",105680653,105680707,"+","LTR29","ERV1","LTR_or_other",16.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",24284,"downstream",24284,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
357,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105688152_105688497_LTR78B",105688152,105688497,"+","LTR78B","ERV1","LTR_or_other",29.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",31783,"downstream",31783,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
358,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105696571_105696952_LTR47A",105696571,105696952,"-","LTR47A","ERVL","LTR_or_other",14.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",40202,"downstream",40202,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
359,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105698127_105698207_MLT1N2",105698127,105698207,"+","MLT1N2","ERVL-MaLR","LTR_or_other",19.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",41758,"downstream",41758,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
360,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105700977_105701213_LTR50",105700977,105701213,"+","LTR50","ERVL","LTR_or_other",20.8,1,"E100",TRUE,FALSE,FALSE,"EnhA1",44608,"downstream",44608,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
361,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105706365_105706839_LTR61",105706365,105706839,"-","LTR61","ERV1","LTR_or_other",12.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",49996,"downstream",49996,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
362,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105712971_105714397_MER52D",105712971,105714397,"+","MER52D","ERV1","LTR_or_other",18.5,1,"E108",FALSE,TRUE,FALSE,"EnhG1",56602,"downstream",56602,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
363,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105714374_105714437_MER52D",105714374,105714437,"+","MER52D","ERV1","LTR_or_other",21.9,1,"E108",FALSE,TRUE,FALSE,"EnhG1",58005,"downstream",58005,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
364,"ENSG00000168404.13","MLKL","pink",13,0.824932151555313,0.184558960379314,FALSE,"chr16","-",74700960,74600960,74800960,"chr16_74701642_74702046_MER51B",74701642,74702046,"+","MER51B","ERV1","LTR_or_other",12.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",682,"upstream",-682,FALSE,"within_10kb",TRUE,"upstream_promoter",FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
365,"ENSG00000168404.13","MLKL","pink",13,0.824932151555313,0.184558960379314,FALSE,"chr16","-",74700960,74600960,74800960,"chr16_74627384_74627878_MER54A",74627384,74627878,"+","MER54A","ERVL","LTR_or_other",17.3,1,"E108",FALSE,TRUE,FALSE,"EnhG1",73082,"downstream",73082,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
366,"ENSG00000168404.13","MLKL","pink",13,0.824932151555313,0.184558960379314,FALSE,"chr16","-",74700960,74600960,74800960,"chr16_74612010_74612089_ERV3-16A3_I-int",74612010,74612089,"-","ERV3-16A3_I-int","ERVL","internal",27.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",88871,"downstream",88871,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
367,"ENSG00000168404.13","MLKL","pink",13,0.824932151555313,0.184558960379314,FALSE,"chr16","-",74700960,74600960,74800960,"chr16_74611569_74612014_ERV3-16A3_I-int",74611569,74612014,"-","ERV3-16A3_I-int","ERVL","internal",22.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",88946,"downstream",88946,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
368,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_333767_334167_LTR7",333767,334167,"-","LTR7","ERV1","LTR_or_other",9.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",4292,"upstream",-4292,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
369,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_323266_323767_HERV3-int",323266,323767,"-","HERV3-int","ERV1","internal",21.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",5708,"downstream",5708,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
370,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322581_322928_LTR76",322581,322928,"-","LTR76","ERV1","LTR_or_other",6.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",6547,"downstream",6547,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
371,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322542_322580_LTR76",322542,322580,"-","LTR76","ERV1","LTR_or_other",10.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",6895,"downstream",6895,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
372,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322503_322542_LTR76",322503,322542,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",6933,"downstream",6933,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
373,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322425_322464_LTR76",322425,322464,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7011,"downstream",7011,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
374,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322386_322425_LTR76",322386,322425,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7050,"downstream",7050,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
375,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322347_322386_LTR76",322347,322386,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7089,"downstream",7089,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
376,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322230_322269_LTR76",322230,322269,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7206,"downstream",7206,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
377,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322191_322262_LTR76",322191,322262,"-","LTR76","ERV1","LTR_or_other",18.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7213,"downstream",7213,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
378,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322152_322190_LTR76",322152,322190,"-","LTR76","ERV1","LTR_or_other",12.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7285,"downstream",7285,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
379,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_322035_322074_LTR76",322035,322074,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7401,"downstream",7401,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
380,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321996_322035_LTR76",321996,322035,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7440,"downstream",7440,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
381,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321879_321918_LTR76",321879,321918,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7557,"downstream",7557,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
382,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321840_321879_LTR76",321840,321879,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7596,"downstream",7596,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
383,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321801_321840_LTR76",321801,321840,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7635,"downstream",7635,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
384,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321684_321723_LTR76",321684,321723,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7752,"downstream",7752,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
385,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321645_321716_LTR76",321645,321716,"-","LTR76","ERV1","LTR_or_other",18.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7759,"downstream",7759,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
386,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_317945_318214_LTR8",317945,318214,"+","LTR8","ERV1","LTR_or_other",20.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",11261,"downstream",11261,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
387,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_342281_342333_MER34C_",342281,342333,"-","MER34C_","ERV1","LTR_or_other",18.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",12806,"upstream",-12806,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
388,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_342356_342458_MER34B-int",342356,342458,"-","MER34B-int","ERV1","internal",26.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",12881,"upstream",-12881,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
389,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_350264_350711_LTR2",350264,350711,"-","LTR2","ERV1","LTR_or_other",6.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1",20789,"upstream",-20789,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
390,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_350712_351583_MER41-int",350712,351583,"-","MER41-int","ERV1","internal",14.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",21237,"upstream",-21237,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
391,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_351731_351828_MER41A",351731,351828,"-","MER41A","ERV1","LTR_or_other",8.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",22256,"upstream",-22256,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
392,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_352134_352592_MER41A",352134,352592,"-","MER41A","ERV1","LTR_or_other",8.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",22659,"upstream",-22659,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
393,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_306011_306286_MER4D0",306011,306286,"-","MER4D0","ERV1","LTR_or_other",14.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",23189,"downstream",23189,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
394,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_305489_306010_MER4A1_",305489,306010,"+","MER4A1_","ERV1","LTR_or_other",16.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",23465,"downstream",23465,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
395,"ENSG00000286242.1","ENSG00000286242","midnightblue",8,0.722867540462394,0.183999696497303,FALSE,"chr4","+",102814252,102714252,102914252,"chr4_102733660_102733894_LTR54B",102733660,102733894,"+","LTR54B","ERV1","LTR_or_other",15.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",80358,"upstream",-80358,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
396,"ENSG00000286242.1","ENSG00000286242","midnightblue",8,0.722867540462394,0.183999696497303,FALSE,"chr4","+",102814252,102714252,102914252,"chr4_102733145_102733349_LTR54B",102733145,102733349,"+","LTR54B","ERV1","LTR_or_other",15.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",80903,"upstream",-80903,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
397,"ENSG00000229598.1","PRDX3P1","midnightblue",26,0.663296229414592,0.182044689237792,FALSE,"chr22","-",38723505,38623505,38823505,"chr22_38704007_38704269_MER21B",38704007,38704269,"-","MER21B","ERVL","LTR_or_other",16.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",19236,"downstream",19236,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
398,"ENSG00000229598.1","PRDX3P1","midnightblue",26,0.663296229414592,0.182044689237792,FALSE,"chr22","-",38723505,38623505,38823505,"chr22_38744919_38745433_MLT1H",38744919,38745433,"+","MLT1H","ERVL-MaLR","LTR_or_other",28.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",21414,"upstream",-21414,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
399,"ENSG00000229598.1","PRDX3P1","midnightblue",26,0.663296229414592,0.182044689237792,FALSE,"chr22","-",38723505,38623505,38823505,"chr22_38757658_38757830_MLT1D",38757658,38757830,"+","MLT1D","ERVL-MaLR","LTR_or_other",21,1,"E100",TRUE,FALSE,FALSE,"EnhA2",34153,"upstream",-34153,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
400,"ENSG00000229598.1","PRDX3P1","midnightblue",26,0.663296229414592,0.182044689237792,FALSE,"chr22","-",38723505,38623505,38823505,"chr22_38758164_38758220_MLT1D",38758164,38758220,"+","MLT1D","ERVL-MaLR","LTR_or_other",21,1,"E100",TRUE,FALSE,FALSE,"EnhA2",34659,"upstream",-34659,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
