"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000279026.1","grey","ENSG00000279026","ENSG00000279026",FALSE,"ENSG00000279026","TEC","chr14",73580694,73582918,"+",73580694,2225
"ENSG00000274892.1","grey","ENSG00000274892","ENSG00000274892",FALSE,"ENSG00000274892","unprocessed_pseudogene","chr19",53512412,53512600,"-",53512600,189
"ENSG00000179776.19","grey","ENSG00000179776","CDH5",FALSE,"CDH5","protein_coding","chr16",66366622,66404784,"+",66366622,38163
"ENSG00000216906.2","blue","ENSG00000216906","ENSG00000216906",FALSE,"ENSG00000216906","processed_pseudogene","chr6",149904243,149906418,"+",149904243,2176
"ENSG00000216657.1","magenta","ENSG00000216657","GLRX3P2",FALSE,"GLRX3P2","processed_pseudogene","chr6",3978062,3979099,"+",3978062,1038
"ENSG00000118418.14","blue","ENSG00000118418","HMGN3",FALSE,"HMGN3","protein_coding","chr6",79201245,79215022,"-",79215022,13778
"ENSG00000213398.8","turquoise","ENSG00000213398","LCAT",FALSE,"LCAT","protein_coding","chr16",67939750,67943473,"-",67943473,3724
"ENSG00000287356.1","blue","ENSG00000287356","ENSG00000287356",FALSE,"ENSG00000287356","lncRNA","chr1",2315040,2323085,"+",2315040,8046
"ENSG00000288750.1","grey","ENSG00000288750","ENSG00000288750",FALSE,"ENSG00000288750","lncRNA","chr17",8383691,8384597,"+",8383691,907
"ENSG00000218676.1","grey","ENSG00000218676","BRD7P4",FALSE,"BRD7P4","processed_pseudogene","chr6",111430260,111431781,"+",111430260,1522
"ENSG00000103126.15","brown","ENSG00000103126","AXIN1",FALSE,"AXIN1","protein_coding","chr16",287440,352723,"-",352723,65284
"ENSG00000286964.1","grey","ENSG00000286964","ENSG00000286964",FALSE,"ENSG00000286964","lncRNA","chrX",135037281,135040355,"+",135037281,3075
"ENSG00000260793.3","purple","ENSG00000260793","ENSG00000260793",FALSE,"ENSG00000260793","lncRNA","chr17",44222133,44223710,"+",44222133,1578
"ENSG00000267136.1","grey60","ENSG00000267136","ENSG00000267136",FALSE,"ENSG00000267136","lncRNA","chr18",13514520,13522888,"-",13522888,8369
"ENSG00000188921.14","turquoise","ENSG00000188921","HACD4",FALSE,"HACD4","protein_coding","chr9",20999509,21031640,"-",21031640,32132
"ENSG00000154447.15","brown","ENSG00000154447","SH3RF1",FALSE,"SH3RF1","protein_coding","chr4",169094259,169270956,"-",169270956,176698
"ENSG00000260911.2","salmon","ENSG00000260911","ENSG00000260911",FALSE,"ENSG00000260911","lncRNA","chr16",31043150,31049868,"+",31043150,6719
"ENSG00000251348.1","pink","ENSG00000251348","HSPD1P11",FALSE,"HSPD1P11","processed_pseudogene","chr5",95768999,95770700,"+",95768999,1702
"ENSG00000254489.3","blue","ENSG00000254489","MPPED2-AS1",FALSE,"MPPED2-AS1","lncRNA","chr11",30584118,30632583,"+",30584118,48466
"ENSG00000271780.1","purple","ENSG00000271780","ENSG00000271780",FALSE,"ENSG00000271780","lncRNA","chr14",101948347,101949425,"+",101948347,1079
"ENSG00000186517.14","cyan","ENSG00000186517","ARHGAP30",FALSE,"ARHGAP30","protein_coding","chr1",161046946,161069970,"-",161069970,23025
"ENSG00000130433.8","blue","ENSG00000130433","CACNG6",FALSE,"CACNG6","protein_coding","chr19",53991637,54012666,"+",53991637,21030
"ENSG00000161647.19","pink","ENSG00000161647","MPP3",FALSE,"MPP3","protein_coding","chr17",43800799,43833170,"-",43833170,32372
"ENSG00000213600.3","grey","ENSG00000213600","ENSG00000213600",FALSE,"ENSG00000213600","lncRNA","chr3",50239618,50239984,"+",50239618,367
"ENSG00000176124.15","red","ENSG00000176124","DLEU1",FALSE,"DLEU1","lncRNA","chr13",50082169,50906856,"+",50082169,824688
"ENSG00000166448.15","lightyellow","ENSG00000166448","TMEM130",FALSE,"TMEM130","protein_coding","chr7",98846488,98870771,"-",98870771,24284
"ENSG00000136098.17","green","ENSG00000136098","NEK3",FALSE,"NEK3","protein_coding","chr13",52132724,52159861,"-",52159861,27138
"ENSG00000244327.1","grey","ENSG00000244327","ENSG00000244327",FALSE,"ENSG00000244327","lncRNA","chr3",142465315,142472337,"-",142472337,7023
"ENSG00000101986.12","red","ENSG00000101986","ABCD1",FALSE,"ABCD1","protein_coding","chrX",153724856,153744755,"+",153724856,19900
"ENSG00000158850.15","brown","ENSG00000158850","B4GALT3",FALSE,"B4GALT3","protein_coding","chr1",161171310,161176848,"-",161176848,5539
"ENSG00000136161.13","grey","ENSG00000136161","RCBTB2",FALSE,"RCBTB2","protein_coding","chr13",48488963,48533256,"-",48533256,44294
"ENSG00000228307.2","grey","ENSG00000228307","OR2S1P",FALSE,"OR2S1P","transcribed_unprocessed_pseudogene","chr9",35962195,36014623,"+",35962195,52429
"ENSG00000278864.1","midnightblue","ENSG00000278864","ENSG00000278864",FALSE,"ENSG00000278864","TEC","chr17",17181504,17183257,"+",17181504,1754
"ENSG00000165495.16","lightcyan","ENSG00000165495","PKNOX2",FALSE,"PKNOX2","protein_coding","chr11",125164687,125433389,"+",125164687,268703
"ENSG00000156269.5","green","ENSG00000156269","NAA11",FALSE,"NAA11","protein_coding","chr4",79225694,79326061,"-",79326061,100368
"ENSG00000276292.1","grey","ENSG00000276292","ENSG00000276292",FALSE,"ENSG00000276292","lncRNA","chr12",118037869,118038081,"+",118037869,213
"ENSG00000111860.14","grey","ENSG00000111860","CEP85L",FALSE,"CEP85L","protein_coding","chr6",118460772,118710075,"-",118710075,249304
"ENSG00000288551.1","grey","ENSG00000288551","ENSG00000288551",FALSE,"ENSG00000288551","lncRNA","chr6",145749917,145751137,"+",145749917,1221
"ENSG00000288885.1","turquoise","ENSG00000288885","ENSG00000288885",FALSE,"ENSG00000288885","lncRNA","chr21",45555697,45556574,"+",45555697,878
"ENSG00000153046.18","brown","ENSG00000153046","CDYL",FALSE,"CDYL","protein_coding","chr6",4706159,4955551,"+",4706159,249393
"ENSG00000164929.17","turquoise","ENSG00000164929","BAALC",FALSE,"BAALC","protein_coding","chr8",103140713,103230305,"+",103140713,89593
"ENSG00000177000.13","blue","ENSG00000177000","MTHFR",FALSE,"MTHFR","protein_coding","chr1",11785723,11806455,"-",11806455,20733
"ENSG00000179611.3","magenta","ENSG00000179611","DGKZP1",FALSE,"DGKZP1","processed_pseudogene","chr13",43968424,43971199,"+",43968424,2776
"ENSG00000177613.9","grey","ENSG00000177613","CSTF2T",FALSE,"CSTF2T","protein_coding","chr10",51695486,51699595,"-",51699595,4110
"ENSG00000276128.2","grey","ENSG00000276128","ENSG00000276128",FALSE,"ENSG00000276128","transcribed_processed_pseudogene","chr9",42974855,43045120,"+",42974855,70266
"ENSG00000074370.18","turquoise","ENSG00000074370","ATP2A3",FALSE,"ATP2A3","protein_coding","chr17",3923870,3964464,"-",3964464,40595
"ENSG00000251199.6","grey","ENSG00000251199","ENSG00000251199",FALSE,"ENSG00000251199","lncRNA","chr4",134026665,134326640,"-",134326640,299976
"ENSG00000181873.13","yellow","ENSG00000181873","IBA57",FALSE,"IBA57","protein_coding","chr1",228165804,228182257,"+",228165804,16454
"ENSG00000273650.1","green","ENSG00000273650","ENSG00000273650",FALSE,"ENSG00000273650","lncRNA","chr17",42751289,42751717,"-",42751717,429
"ENSG00000245025.3","blue","ENSG00000245025","ENSG00000245025",FALSE,"ENSG00000245025","lncRNA","chr8",22984596,23008117,"-",23008117,23522
"ENSG00000006757.12","yellow","ENSG00000006757","PNPLA4",FALSE,"PNPLA4","protein_coding","chrX",7898247,7927739,"-",7927739,29493
"ENSG00000162817.7","grey","ENSG00000162817","C1orf115",FALSE,"C1orf115","protein_coding","chr1",220690363,220699153,"+",220690363,8791
"ENSG00000230461.9","turquoise","ENSG00000230461","PROX1-AS1",FALSE,"PROX1-AS1","lncRNA","chr1",213817751,213988500,"-",213988500,170750
"ENSG00000234409.7","greenyellow","ENSG00000234409","CCDC188",FALSE,"CCDC188","protein_coding","chr22",20148416,20151055,"-",20151055,2640
"ENSG00000196214.11","brown","ENSG00000196214","ZNF766",FALSE,"ZNF766","protein_coding","chr19",52269587,52296046,"+",52269587,26460
"ENSG00000185345.24","yellow","ENSG00000185345","PRKN",FALSE,"PRKN","protein_coding","chr6",161347417,162727771,"-",162727771,1380355
"ENSG00000235060.1","grey","ENSG00000235060","VDAC1P4",FALSE,"VDAC1P4","processed_pseudogene","chr1",180434800,180435936,"+",180434800,1137
"ENSG00000042286.15","red","ENSG00000042286","AIFM2",FALSE,"AIFM2","protein_coding","chr10",70098223,70132934,"-",70132934,34712
"ENSG00000135916.16","blue","ENSG00000135916","ITM2C",FALSE,"ITM2C","protein_coding","chr2",230864639,230879248,"+",230864639,14610
"ENSG00000153140.9","yellow","ENSG00000153140","CETN3",FALSE,"CETN3","protein_coding","chr5",90392257,90409766,"-",90409766,17510
"ENSG00000115750.17","violet","ENSG00000115750","TAF1B",FALSE,"TAF1B","protein_coding","chr2",9843443,9934416,"+",9843443,90974
"ENSG00000213493.3","grey","ENSG00000213493","ACTN4P1",FALSE,"ACTN4P1","processed_pseudogene","chr4",116598161,116599611,"+",116598161,1451
"ENSG00000126860.12","cyan","ENSG00000126860","EVI2A",FALSE,"EVI2A","protein_coding","chr17",31316410,31321749,"-",31321749,5340
"ENSG00000227766.1","midnightblue","ENSG00000227766","ENSG00000227766",FALSE,"ENSG00000227766","unprocessed_pseudogene","chr6",29942097,29943067,"-",29943067,971
"ENSG00000169629.12","grey","ENSG00000169629","RGPD8",FALSE,"RGPD8","protein_coding","chr2",112368369,112434488,"-",112434488,66120
"ENSG00000145780.8","grey60","ENSG00000145780","FEM1C",FALSE,"FEM1C","protein_coding","chr5",115520908,115544775,"-",115544775,23868
"ENSG00000215841.4","yellow","ENSG00000215841","ENSG00000215841",FALSE,"ENSG00000215841","lncRNA","chr11",73214851,73218223,"-",73218223,3373
"ENSG00000189369.9","yellow","ENSG00000189369","GSPT2",FALSE,"GSPT2","protein_coding","chrX",51743442,51746232,"+",51743442,2791
"ENSG00000257456.1","grey","ENSG00000257456","ENSG00000257456",FALSE,"ENSG00000257456","lncRNA","chr12",29519731,29529974,"+",29519731,10244
"ENSG00000287419.1","grey","ENSG00000287419","ENSG00000287419",FALSE,"ENSG00000287419","lncRNA","chr10",103573157,103583687,"-",103583687,10531
"ENSG00000197728.11","grey","ENSG00000197728","RPS26",FALSE,"RPS26","protein_coding","chr12",56041351,56044697,"+",56041351,3347
"ENSG00000051341.15","blue","ENSG00000051341","POLQ",FALSE,"POLQ","protein_coding","chr3",121431431,121545988,"-",121545988,114558
"ENSG00000215131.11","grey","ENSG00000215131","C16orf90",FALSE,"C16orf90","protein_coding","chr16",3493484,3495489,"-",3495489,2006
"ENSG00000286198.2","grey","ENSG00000286198","ENSG00000286198",FALSE,"ENSG00000286198","lncRNA","chr1",208244967,208270667,"-",208270667,25701
"ENSG00000088766.12","brown","ENSG00000088766","CRLS1",FALSE,"CRLS1","protein_coding","chr20",6006093,6040053,"+",6006093,33961
"ENSG00000253301.6","grey","ENSG00000253301","LINC01606",FALSE,"LINC01606","lncRNA","chr8",57142659,57244793,"+",57142659,102135
"ENSG00000278834.1","yellow","ENSG00000278834","ENSG00000278834",FALSE,"ENSG00000278834","lncRNA","chr17",40648655,40649718,"+",40648655,1064
"ENSG00000167332.9","turquoise","ENSG00000167332","OR51E2",FALSE,"OR51E2","protein_coding","chr11",4680171,4697854,"-",4697854,17684
"ENSG00000230918.3","turquoise","ENSG00000230918","DPP4-DT",FALSE,"DPP4-DT","lncRNA","chr2",162073256,162078036,"+",162073256,4781
"ENSG00000167851.15","cyan","ENSG00000167851","CD300A",FALSE,"CD300A","protein_coding","chr17",74466399,74484794,"+",74466399,18396
"ENSG00000283599.2","grey","ENSG00000283599","ENSG00000283599",FALSE,"ENSG00000283599","protein_coding","chrX",71667542,71671524,"+",71667542,3983
"ENSG00000263272.1","greenyellow","ENSG00000263272","ENSG00000263272",FALSE,"ENSG00000263272","lncRNA","chr17",5425139,5432541,"-",5432541,7403
"ENSG00000274525.1","grey","ENSG00000274525","ENSG00000274525",FALSE,"ENSG00000274525","unprocessed_pseudogene","chr5",181291673,181295572,"+",181291673,3900
"ENSG00000188385.13","blue","ENSG00000188385","JAKMIP3",FALSE,"JAKMIP3","protein_coding","chr10",132036336,132184858,"+",132036336,148523
"ENSG00000166793.13","turquoise","ENSG00000166793","YPEL4",FALSE,"YPEL4","protein_coding","chr11",57645087,57649944,"-",57649944,4858
"ENSG00000248734.2","black","ENSG00000248734","ENSG00000248734",FALSE,"ENSG00000248734","lncRNA","chr5",96784777,96785999,"+",96784777,1223
"ENSG00000237413.5","turquoise","ENSG00000237413","MGC27382",FALSE,"MGC27382","lncRNA","chr1",78229599,78369464,"+",78229599,139866
"ENSG00000249996.1","grey","ENSG00000249996","PPIC-AS1",FALSE,"PPIC-AS1","lncRNA","chr5",123036271,123054667,"+",123036271,18397
"ENSG00000261371.6","pink","ENSG00000261371","PECAM1",FALSE,"PECAM1","protein_coding","chr17",64319415,64413776,"-",64413776,94362
"ENSG00000267750.6","grey","ENSG00000267750","RUNDC3A-AS1",FALSE,"RUNDC3A-AS1","lncRNA","chr17",44299574,44311455,"-",44311455,11882
"ENSG00000270777.1","blue","ENSG00000270777","ENSG00000270777",FALSE,"ENSG00000270777","lncRNA","chr20",11001304,11001763,"+",11001304,460
"ENSG00000120332.17","turquoise","ENSG00000120332","TNN",FALSE,"TNN","protein_coding","chr1",175067833,175148075,"+",175067833,80243
"ENSG00000257060.8","blue","ENSG00000257060","ENSG00000257060",FALSE,"ENSG00000257060","lncRNA","chr15",93230034,93569483,"+",93230034,339450
"ENSG00000275765.6","purple","ENSG00000275765","ENSG00000275765",FALSE,"ENSG00000275765","lncRNA","chr5",151769783,151771508,"-",151771508,1726
"ENSG00000232973.14","turquoise","ENSG00000232973","CYP1B1-AS1",FALSE,"CYP1B1-AS1","lncRNA","chr2",38073447,38231567,"+",38073447,158121
"ENSG00000136840.19","blue","ENSG00000136840","ST6GALNAC4",FALSE,"ST6GALNAC4","protein_coding","chr9",127907886,127917041,"-",127917041,9156
"ENSG00000144452.15","royalblue","ENSG00000144452","ABCA12",FALSE,"ABCA12","protein_coding","chr2",214931542,215138626,"-",215138626,207085
"ENSG00000132855.5","grey","ENSG00000132855","ANGPTL3",FALSE,"ANGPTL3","protein_coding","chr1",62597520,62606313,"+",62597520,8794
"ENSG00000101405.3","grey","ENSG00000101405","OXT",FALSE,"OXT","protein_coding","chr20",3071620,3072517,"+",3071620,898
"ENSG00000271207.1","magenta","ENSG00000271207","MTCO1P22",FALSE,"MTCO1P22","processed_pseudogene","chr5",100053686,100055045,"-",100055045,1360
"ENSG00000261786.1","darkgreen","ENSG00000261786","ENSG00000261786",FALSE,"ENSG00000261786","lncRNA","chr3",44117488,44122365,"+",44117488,4878
"ENSG00000174123.11","grey","ENSG00000174123","TLR10",FALSE,"TLR10","protein_coding","chr4",38772238,38782990,"-",38782990,10753
"ENSG00000147168.13","darkturquoise","ENSG00000147168","IL2RG",TRUE,"IL2RG","protein_coding","chrX",71107404,71112108,"-",71112108,4705
"ENSG00000235961.6","steelblue","ENSG00000235961","PNMA6A",FALSE,"PNMA6A","protein_coding","chrX",153072454,153075019,"+",153072454,2566
"ENSG00000276809.1","black","ENSG00000276809","ENSG00000276809",FALSE,"ENSG00000276809","lncRNA","chr13",95744726,95745765,"+",95744726,1040
"ENSG00000256148.1","magenta","ENSG00000256148","ENSG00000256148",FALSE,"ENSG00000256148","processed_pseudogene","chr11",73510658,73510820,"+",73510658,163
"ENSG00000154380.18","grey","ENSG00000154380","ENAH",FALSE,"ENAH","protein_coding","chr1",225486829,225653142,"-",225653142,166314
"ENSG00000196549.13","grey","ENSG00000196549","MME",FALSE,"MME","protein_coding","chr3",155024124,155183704,"+",155024124,159581
"ENSG00000223305.1","grey","ENSG00000223305","RN7SKP30",FALSE,"RN7SKP30","misc_RNA","chr4",55540502,55540835,"-",55540835,334
"ENSG00000273483.1","darkred","ENSG00000273483","ENSG00000273483",FALSE,"ENSG00000273483","lncRNA","chr1",112517799,112518441,"-",112518441,643
"ENSG00000133477.17","royalblue","ENSG00000133477","FAM83F",FALSE,"FAM83F","protein_coding","chr22",39994954,40043067,"+",39994954,48114
"ENSG00000154978.13","blue","ENSG00000154978","VOPP1",FALSE,"VOPP1","protein_coding","chr7",55436056,55572988,"-",55572988,136933
"ENSG00000184465.16","salmon","ENSG00000184465","WDR27",FALSE,"WDR27","protein_coding","chr6",169457212,169702067,"-",169702067,244856
"ENSG00000253286.6","grey","ENSG00000253286","ENSG00000253286",FALSE,"ENSG00000253286","lncRNA","chr8",123614219,123667248,"+",123614219,53030
"ENSG00000112210.12","grey","ENSG00000112210","RAB23",FALSE,"RAB23","protein_coding","chr6",57189834,57222307,"-",57222307,32474
"ENSG00000110060.9","brown","ENSG00000110060","PUS3",FALSE,"PUS3","protein_coding","chr11",125893485,125903221,"-",125903221,9737
"ENSG00000160791.14","cyan","ENSG00000160791","CCR5",FALSE,"CCR5","protein_coding","chr3",46370946,46376206,"+",46370946,5261
"ENSG00000162391.12","blue","ENSG00000162391","FAM151A",FALSE,"FAM151A","protein_coding","chr1",54610412,54623556,"-",54623556,13145
"ENSG00000172478.18","royalblue","ENSG00000172478","MAB21L4",FALSE,"MAB21L4","protein_coding","chr2",240886048,240896889,"-",240896889,10842
"ENSG00000143633.13","brown","ENSG00000143633","C1orf131",FALSE,"C1orf131","protein_coding","chr1",231223763,231241187,"-",231241187,17425
"ENSG00000064545.15","red","ENSG00000064545","TMEM161A",FALSE,"TMEM161A","protein_coding","chr19",19119169,19138513,"-",19138513,19345
"ENSG00000099849.15","turquoise","ENSG00000099849","RASSF7",FALSE,"RASSF7","protein_coding","chr11",560404,564025,"+",560404,3622
"ENSG00000261338.2","grey","ENSG00000261338","ENSG00000261338",FALSE,"ENSG00000261338","lncRNA","chr2",218255319,218257366,"+",218255319,2048
"ENSG00000266573.6","purple","ENSG00000266573","ENSG00000266573",FALSE,"ENSG00000266573","lncRNA","chr18",24725762,24986980,"+",24725762,261219
"ENSG00000100522.10","tan","ENSG00000100522","GNPNAT1",FALSE,"GNPNAT1","protein_coding","chr14",52775193,52791668,"-",52791668,16476
"ENSG00000215912.12","turquoise","ENSG00000215912","TTC34",FALSE,"TTC34","protein_coding","chr1",2635976,2801717,"-",2801717,165742
"ENSG00000185986.13","blue","ENSG00000185986","SDHAP3",FALSE,"SDHAP3","transcribed_unprocessed_pseudogene","chr5",1567495,1594625,"-",1594625,27131
"ENSG00000126267.11","yellow","ENSG00000126267","COX6B1",FALSE,"COX6B1","protein_coding","chr19",35648323,35658782,"+",35648323,10460
"ENSG00000164733.22","brown","ENSG00000164733","CTSB",FALSE,"CTSB","protein_coding","chr8",11842524,11869533,"-",11869533,27010
"ENSG00000272161.1","grey","ENSG00000272161","ENSG00000272161",FALSE,"ENSG00000272161","lncRNA","chr1",2326201,2326693,"-",2326693,493
"ENSG00000177189.14","yellow","ENSG00000177189","RPS6KA3",FALSE,"RPS6KA3","protein_coding","chrX",20149911,20267519,"-",20267519,117609
"ENSG00000176155.20","black","ENSG00000176155","CCDC57",FALSE,"CCDC57","protein_coding","chr17",82101460,82212830,"-",82212830,111371
"ENSG00000101182.15","red","ENSG00000101182","PSMA7",FALSE,"PSMA7","protein_coding","chr20",62136733,62143440,"-",62143440,6708
"ENSG00000168291.13","yellow","ENSG00000168291","PDHB",FALSE,"PDHB","protein_coding","chr3",58427630,58433857,"-",58433857,6228
"ENSG00000104687.14","red","ENSG00000104687","GSR",TRUE,"GSR","protein_coding","chr8",30678066,30727846,"-",30727846,49781
"ENSG00000123064.13","brown","ENSG00000123064","DDX54",FALSE,"DDX54","protein_coding","chr12",113157173,113185479,"-",113185479,28307
"ENSG00000232672.1","magenta","ENSG00000232672","ACTG1P21",FALSE,"ACTG1P21","processed_pseudogene","chr1",77773865,77774864,"-",77774864,1000
"ENSG00000085276.19","green","ENSG00000085276","MECOM",FALSE,"MECOM","protein_coding","chr3",169083499,169663775,"-",169663775,580277
"ENSG00000074219.14","grey","ENSG00000074219","TEAD2",FALSE,"TEAD2","protein_coding","chr19",49340861,49362457,"-",49362457,21597
"ENSG00000204560.10","red","ENSG00000204560","DHX16",FALSE,"DHX16","protein_coding","chr6",30653211,30673006,"-",30673006,19796
"ENSG00000281106.4","yellow","ENSG00000281106","TMEM272",FALSE,"TMEM272","protein_coding","chr13",51813833,51845177,"-",51845177,31345
