"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr3_132983149_132983311_MLT1J1","chr3",132983149,132983311,163,"-","MLT1J1","ERVL-MaLR","LTR_or_other",25.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_132983336_132983483_MLT1J1","chr3",132983336,132983483,148,"-","MLT1J1","ERVL-MaLR","LTR_or_other",25.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_133439965_133440336_THE1B","chr3",133439965,133440336,372,"-","THE1B","ERVL-MaLR","LTR_or_other",11.7,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_133467134_133467563_LTR16A1","chr3",133467134,133467563,430,"+","LTR16A1","ERVL","LTR_or_other",24,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_133473907_133473995_MLT1L","chr3",133473907,133473995,89,"-","MLT1L","ERVL-MaLR","LTR_or_other",19.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_133473922_133474062_LTR67B","chr3",133473922,133474062,141,"-","LTR67B","ERVL","LTR_or_other",24.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_133536693_133537041_MLT1H2","chr3",133536693,133537041,349,"-","MLT1H2","ERVL-MaLR","LTR_or_other",24.4,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",3,FALSE
"chr3_133547415_133547756_MSTA","chr3",133547415,133547756,342,"+","MSTA","ERVL-MaLR","LTR_or_other",19.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_134224035_134225047_LTR13","chr3",134224035,134225047,1013,"-","LTR13","ERVK","LTR_or_other",11.5,1,"E108",FALSE,TRUE,"EnhA1",2,FALSE
"chr3_134291376_134291720_MLT1I","chr3",134291376,134291720,345,"+","MLT1I","ERVL-MaLR","LTR_or_other",27.9,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_13431572_13431693_MER41A","chr3",13431572,13431693,122,"-","MER41A","ERV1","LTR_or_other",10.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_13431986_13432641_HUERS-P1-int","chr3",13431986,13432641,656,"+","HUERS-P1-int","ERV1","internal",5.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_13432964_13433412_HUERS-P1-int","chr3",13432964,13433412,449,"+","HUERS-P1-int","ERV1","internal",5.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_134393562_134393759_MLT1A0","chr3",134393562,134393759,198,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134394062_134394186_MLT1A0","chr3",134394062,134394186,125,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134394319_134394632_MLT1F2","chr3",134394319,134394632,314,"-","MLT1F2","ERVL-MaLR","LTR_or_other",21.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134394965_134395044_MLT1F2","chr3",134394965,134395044,80,"-","MLT1F2","ERVL-MaLR","LTR_or_other",21.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134459451_134459672_MLT1K","chr3",134459451,134459672,222,"-","MLT1K","ERVL-MaLR","LTR_or_other",28,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134459809_134460090_MLT1L","chr3",134459809,134460090,282,"+","MLT1L","ERVL-MaLR","LTR_or_other",24.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134476322_134476670_LTR16A1","chr3",134476322,134476670,349,"+","LTR16A1","ERVL","LTR_or_other",19,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_134477025_134477167_MLT1O","chr3",134477025,134477167,143,"-","MLT1O","ERVL-MaLR","LTR_or_other",37.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_134480449_134480914_MLT1H","chr3",134480449,134480914,466,"+","MLT1H","ERVL-MaLR","LTR_or_other",23.1,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_134515939_134516890_LTR5_Hs","chr3",134515939,134516890,952,"-","LTR5_Hs","ERVK","LTR_or_other",7.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134516936_134517259_LTR16E1","chr3",134516936,134517259,324,"+","LTR16E1","ERVL","LTR_or_other",29.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_134647948_134648401_MLT1N2","chr3",134647948,134648401,454,"+","MLT1N2","ERVL-MaLR","LTR_or_other",36.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_134723139_134723379_MLT1H","chr3",134723139,134723379,241,"+","MLT1H","ERVL-MaLR","LTR_or_other",26.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_13476464_13476950_LTR33","chr3",13476464,13476950,487,"+","LTR33","ERVL","LTR_or_other",27.2,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_134824497_134825084_MLT1F1","chr3",134824497,134825084,588,"+","MLT1F1","ERVL-MaLR","LTR_or_other",25.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_135219242_135219594_MLT1C","chr3",135219242,135219594,353,"+","MLT1C","ERVL-MaLR","LTR_or_other",23.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_135349340_135349416_MLT1I","chr3",135349340,135349416,77,"-","MLT1I","ERVL-MaLR","LTR_or_other",16.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_13538491_13538563_MLT1K","chr3",13538491,13538563,73,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13538656_13538813_MLT1K","chr3",13538656,13538813,158,"+","MLT1K","ERVL-MaLR","LTR_or_other",28,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13544202_13544583_MLT1K","chr3",13544202,13544583,382,"-","MLT1K","ERVL-MaLR","LTR_or_other",27.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13556137_13556554_MLT1A","chr3",13556137,13556554,418,"-","MLT1A","ERVL-MaLR","LTR_or_other",22.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13556952_13557250_MLT1O","chr3",13556952,13557250,299,"-","MLT1O","ERVL-MaLR","LTR_or_other",32.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13557372_13557723_MLT1K","chr3",13557372,13557723,352,"-","MLT1K","ERVL-MaLR","LTR_or_other",23.6,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_135622182_135622268_LTR33","chr3",135622182,135622268,87,"-","LTR33","ERVL","LTR_or_other",23,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_135622788_135623051_LTR33","chr3",135622788,135623051,264,"-","LTR33","ERVL","LTR_or_other",30.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_13581534_13581621_MLT1H","chr3",13581534,13581621,88,"-","MLT1H","ERVL-MaLR","LTR_or_other",21.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_136171201_136171604_LTR16A","chr3",136171201,136171604,404,"-","LTR16A","ERVL","LTR_or_other",31.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_136749071_136749465_MLT1E1A","chr3",136749071,136749465,395,"+","MLT1E1A","ERVL-MaLR","LTR_or_other",22.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_136801662_136802069_LTR16C","chr3",136801662,136802069,408,"-","LTR16C","ERVL","LTR_or_other",25.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_136856653_136857159_LTR50","chr3",136856653,136857159,507,"+","LTR50","ERVL","LTR_or_other",24.9,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr3_136889238_136890564_LTR12C","chr3",136889238,136890564,1327,"-","LTR12C","ERV1","LTR_or_other",7.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_136908650_136908781_MLT1J","chr3",136908650,136908781,132,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.4,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr3_136908852_136909197_MSTD","chr3",136908852,136909197,346,"+","MSTD","ERVL-MaLR","LTR_or_other",20,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr3_138203266_138203729_MLT1F2","chr3",138203266,138203729,464,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_138339119_138339299_LTR16D","chr3",138339119,138339299,181,"+","LTR16D","ERVL","LTR_or_other",29.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_138339350_138339522_LTR16D","chr3",138339350,138339522,173,"+","LTR16D","ERVL","LTR_or_other",20.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_138351594_138351635_MLT1L","chr3",138351594,138351635,42,"-","MLT1L","ERVL-MaLR","LTR_or_other",9.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_140718839_140718985_MLT1G1","chr3",140718839,140718985,147,"-","MLT1G1","ERVL-MaLR","LTR_or_other",25.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_140719206_140719500_MLT1G1","chr3",140719206,140719500,295,"-","MLT1G1","ERVL-MaLR","LTR_or_other",23.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_140719933_140720153_MLT1I","chr3",140719933,140720153,221,"-","MLT1I","ERVL-MaLR","LTR_or_other",30,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_140924056_140924312_MLT1B","chr3",140924056,140924312,257,"+","MLT1B","ERVL-MaLR","LTR_or_other",19.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141094790_141094856_LTR16C","chr3",141094790,141094856,67,"+","LTR16C","ERVL","LTR_or_other",17.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_141110487_141110872_MLT1I","chr3",141110487,141110872,386,"-","MLT1I","ERVL-MaLR","LTR_or_other",25.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_141239976_141240108_MLT1L","chr3",141239976,141240108,133,"-","MLT1L","ERVL-MaLR","LTR_or_other",25.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141240182_141240223_MLT1L","chr3",141240182,141240223,42,"-","MLT1L","ERVL-MaLR","LTR_or_other",19.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141240274_141240644_MLT1J1","chr3",141240274,141240644,371,"-","MLT1J1","ERVL-MaLR","LTR_or_other",28.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141246753_141246877_MLT1H2","chr3",141246753,141246877,125,"-","MLT1H2","ERVL-MaLR","LTR_or_other",27.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141370088_141370438_MLT1J1","chr3",141370088,141370438,351,"-","MLT1J1","ERVL-MaLR","LTR_or_other",24.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_141416584_141417015_MLT1C","chr3",141416584,141417015,432,"+","MLT1C","ERVL-MaLR","LTR_or_other",20.3,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_141524033_141524433_MLT1H2","chr3",141524033,141524433,401,"-","MLT1H2","ERVL-MaLR","LTR_or_other",24.4,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr3_141686138_141686602_MLT1D","chr3",141686138,141686602,465,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_14285305_14285340_MER4B","chr3",14285305,14285340,36,"+","MER4B","ERV1","LTR_or_other",2.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_142987668_142988251_MLT1F2","chr3",142987668,142988251,584,"-","MLT1F2","ERVL-MaLR","LTR_or_other",20.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_14319721_14320095_MLT1J2","chr3",14319721,14320095,375,"+","MLT1J2","ERVL-MaLR","LTR_or_other",21.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_14322006_14322181_MLT1L","chr3",14322006,14322181,176,"+","MLT1L","ERVL-MaLR","LTR_or_other",39.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_14322210_14322353_MLT1L","chr3",14322210,14322353,144,"+","MLT1L","ERVL-MaLR","LTR_or_other",29.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_14322444_14322560_MLT1K","chr3",14322444,14322560,117,"-","MLT1K","ERVL-MaLR","LTR_or_other",24.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_143353258_143353618_MLT1A0","chr3",143353258,143353618,361,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_143444581_143445390_LTR78","chr3",143444581,143445390,810,"-","LTR78","ERV1","LTR_or_other",33,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_14377815_14378307_MLT1F","chr3",14377815,14378307,493,"+","MLT1F","ERVL-MaLR","LTR_or_other",21.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_14462256_14462415_MER4CL34","chr3",14462256,14462415,160,"-","MER4CL34","ERV1","LTR_or_other",20.8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_14462705_14463106_MER4CL34","chr3",14462705,14463106,402,"-","MER4CL34","ERV1","LTR_or_other",22.2,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_14518232_14518499_ERV3-16A3_LTR","chr3",14518232,14518499,268,"+","ERV3-16A3_LTR","ERVL","LTR_or_other",22.7,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_14538241_14538584_MLT1K","chr3",14538241,14538584,344,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.3,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",3,FALSE
"chr3_145531841_145532018_LTR67B","chr3",145531841,145532018,178,"-","LTR67B","ERVL","LTR_or_other",30.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146252427_146252913_MER9a1","chr3",146252427,146252913,487,"+","MER9a1","ERVK","LTR_or_other",4.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146390075_146390292_MLT1H2","chr3",146390075,146390292,218,"+","MLT1H2","ERVL-MaLR","LTR_or_other",21.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146390310_146390944_MLT1H2-int","chr3",146390310,146390944,635,"+","MLT1H2-int","ERVL-MaLR","internal",25.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146390955_146391342_MLT1H2","chr3",146390955,146391342,388,"+","MLT1H2","ERVL-MaLR","LTR_or_other",27.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146506552_146506609_MLT2D","chr3",146506552,146506609,58,"-","MLT2D","ERVL","LTR_or_other",9.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146506653_146506960_LTR54","chr3",146506653,146506960,308,"+","LTR54","ERV1","LTR_or_other",22.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146507007_146507137_LTR101_Mam","chr3",146507007,146507137,131,"+","LTR101_Mam","ERVL","LTR_or_other",31.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146507241_146507355_LTR24C","chr3",146507241,146507355,115,"+","LTR24C","ERV1","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146507452_146507518_MLT1A-int","chr3",146507452,146507518,67,"+","MLT1A-int","ERVL-MaLR","internal",30.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146540455_146540578_LTR84b","chr3",146540455,146540578,124,"+","LTR84b","ERVL","LTR_or_other",23.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_146541706_146541975_MSTD","chr3",146541706,146541975,270,"+","MSTD","ERVL-MaLR","LTR_or_other",17.8,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_146542509_146542614_MLT1A1","chr3",146542509,146542614,106,"+","MLT1A1","ERVL-MaLR","LTR_or_other",9.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_147701157_147701405_LTR16A2","chr3",147701157,147701405,249,"-","LTR16A2","ERVL","LTR_or_other",27.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_147943241_147943942_MER39","chr3",147943241,147943942,702,"-","MER39","ERV1","LTR_or_other",17.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_148318996_148319552_MLT1F2","chr3",148318996,148319552,557,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_14837894_14838473_MLT1E2","chr3",14837894,14838473,580,"-","MLT1E2","ERVL-MaLR","LTR_or_other",23.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_149006953_149007331_MLT1A0","chr3",149006953,149007331,379,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_149023214_149023349_MLT1I","chr3",149023214,149023349,136,"-","MLT1I","ERVL-MaLR","LTR_or_other",26.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_149216126_149216462_MLT1E3","chr3",149216126,149216462,337,"-","MLT1E3","ERVL-MaLR","LTR_or_other",23.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149216507_149216600_MLT1E3","chr3",149216507,149216600,94,"-","MLT1E3","ERVL-MaLR","LTR_or_other",21.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149300071_149300832_MER72B","chr3",149300071,149300832,762,"+","MER72B","ERV1","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr3_149310409_149310818_MER4C","chr3",149310409,149310818,410,"-","MER4C","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149336807_149337256_MLT1B","chr3",149336807,149337256,450,"+","MLT1B","ERVL-MaLR","LTR_or_other",17.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149342864_149343642_LTR41B","chr3",149342864,149343642,779,"-","LTR41B","ERVL","LTR_or_other",26,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_149385644_149386323_MER51A","chr3",149385644,149386323,680,"-","MER51A","ERV1","LTR_or_other",14.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149507083_149507124_MLT2F","chr3",149507083,149507124,42,"-","MLT2F","ERVL","LTR_or_other",18.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_149507160_149507692_MLT2F","chr3",149507160,149507692,533,"-","MLT2F","ERVL","LTR_or_other",18.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_149508109_149508445_MER92A","chr3",149508109,149508445,337,"+","MER92A","ERV1","LTR_or_other",17.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_149541591_149542046_MLT1H1","chr3",149541591,149542046,456,"+","MLT1H1","ERVL-MaLR","LTR_or_other",26.7,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_149660901_149661378_MLT1H","chr3",149660901,149661378,478,"+","MLT1H","ERVL-MaLR","LTR_or_other",25.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149784332_149784712_MLT1N2","chr3",149784332,149784712,381,"+","MLT1N2","ERVL-MaLR","LTR_or_other",25.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149844181_149844699_MER68","chr3",149844181,149844699,519,"-","MER68","ERVL","LTR_or_other",16.8,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr3_149850941_149851836_LTR102_Mam","chr3",149850941,149851836,896,"-","LTR102_Mam","ERVL","LTR_or_other",24.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_149976739_149976817_MLT1L","chr3",149976739,149976817,79,"+","MLT1L","ERVL-MaLR","LTR_or_other",22.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_149979023_149979406_MSTA","chr3",149979023,149979406,384,"+","MSTA","ERVL-MaLR","LTR_or_other",15.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_150036777_150037080_MLT1K","chr3",150036777,150037080,304,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_150068162_150068627_LTR33","chr3",150068162,150068627,466,"-","LTR33","ERVL","LTR_or_other",30,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_150070348_150070473_LTR33","chr3",150070348,150070473,126,"+","LTR33","ERVL","LTR_or_other",29.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_150070573_150070707_LTR33","chr3",150070573,150070707,135,"+","LTR33","ERVL","LTR_or_other",22.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_150071178_150071325_LTR33","chr3",150071178,150071325,148,"-","LTR33","ERVL","LTR_or_other",26.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_150092864_150093272_LTR33","chr3",150092864,150093272,409,"-","LTR33","ERVL","LTR_or_other",27.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_150095165_150095316_LTR79","chr3",150095165,150095316,152,"-","LTR79","ERVL","LTR_or_other",28.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_150095369_150095512_LTR79","chr3",150095369,150095512,144,"-","LTR79","ERVL","LTR_or_other",32.1,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_150095751_150095854_MLT1F","chr3",150095751,150095854,104,"-","MLT1F","ERVL-MaLR","LTR_or_other",23.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_150251278_150251495_LTR33","chr3",150251278,150251495,218,"-","LTR33","ERVL","LTR_or_other",26.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_150911233_150911730_MLT1K","chr3",150911233,150911730,498,"-","MLT1K","ERVL-MaLR","LTR_or_other",26.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_151225278_151225612_MSTD","chr3",151225278,151225612,335,"-","MSTD","ERVL-MaLR","LTR_or_other",21.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_151769513_151769739_THE1C","chr3",151769513,151769739,227,"+","THE1C","ERVL-MaLR","LTR_or_other",19.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_152197848_152198284_LTR54","chr3",152197848,152198284,437,"-","LTR54","ERV1","LTR_or_other",14.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_152306313_152306480_MLT1J","chr3",152306313,152306480,168,"-","MLT1J","ERVL-MaLR","LTR_or_other",26.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_152440280_152440621_THE1B","chr3",152440280,152440621,342,"-","THE1B","ERVL-MaLR","LTR_or_other",13.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_152557779_152558136_MLT1A0","chr3",152557779,152558136,358,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_152559276_152560366_LTR12C","chr3",152559276,152560366,1091,"+","LTR12C","ERV1","LTR_or_other",9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_152595391_152595472_MLT1N2","chr3",152595391,152595472,82,"-","MLT1N2","ERVL-MaLR","LTR_or_other",24.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_152597016_152597424_LTR7","chr3",152597016,152597424,409,"+","LTR7","ERV1","LTR_or_other",7.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_15268714_15269074_MLT1A0","chr3",15268714,15269074,361,"+","MLT1A0","ERVL-MaLR","LTR_or_other",18,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_15273826_15273917_MLT1A","chr3",15273826,15273917,92,"+","MLT1A","ERVL-MaLR","LTR_or_other",10.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_15273921_15273960_MSTA","chr3",15273921,15273960,40,"-","MSTA","ERVL-MaLR","LTR_or_other",18,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_15274275_15274483_MSTA","chr3",15274275,15274483,209,"-","MSTA","ERVL-MaLR","LTR_or_other",18,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_15274854_15275042_MSTA","chr3",15274854,15275042,189,"-","MSTA","ERVL-MaLR","LTR_or_other",18,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_15287934_15288352_MLT2D","chr3",15287934,15288352,419,"-","MLT2D","ERVL","LTR_or_other",19.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_15315259_15315330_MLT1K","chr3",15315259,15315330,72,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_15319478_15319997_MLT1H1","chr3",15319478,15319997,520,"+","MLT1H1","ERVL-MaLR","LTR_or_other",25.1,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_153285224_153285512_MLT1K","chr3",153285224,153285512,289,"+","MLT1K","ERVL-MaLR","LTR_or_other",34.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_153285940_153286231_MLT1H","chr3",153285940,153286231,292,"+","MLT1H","ERVL-MaLR","LTR_or_other",30.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_15345084_15345601_MLT1K","chr3",15345084,15345601,518,"-","MLT1K","ERVL-MaLR","LTR_or_other",26.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_15345788_15346129_MLT1G1","chr3",15345788,15346129,342,"-","MLT1G1","ERVL-MaLR","LTR_or_other",25.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_15377991_15378535_MER66C","chr3",15377991,15378535,545,"-","MER66C","ERV1","LTR_or_other",16.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_15443323_15443795_MLT1H","chr3",15443323,15443795,473,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.5,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
